Labour market region (SA4): ASGS (2011),date,percent of parttime workers,sa4_code_2011
212 Melbourne - South East,2003-05-01,8.06,212
213 Melbourne - West,2003-05-01,6.79,213
214 Mornington Peninsula,2003-05-01,7.39,214
201 Ballarat,2003-05-01,7.39,201
202 Bendigo,2003-05-01,9.80,202
203 Geelong,2003-05-01,8.39,203
204 Hume,2003-05-01,10.50,204
205 Latrobe - Gippsland,2003-05-01,11.10,205
215 Victoria - North West,2003-05-01,6.63,215
216 Shepparton,2003-05-01,7.41,216
217 Warrnambool and South West,2003-05-01,8.04,217
301 Brisbane - East,2003-05-01,6.78,301
302 Brisbane - North,2003-05-01,8.43,302
303 Brisbane - South,2003-05-01,9.59,303
304 Brisbane - West,2003-05-01,8.61,304
305 Brisbane Inner City,2003-05-01,9.11,305
310 Ipswich,2003-05-01,9.20,310
311 Logan - Beaudesert,2003-05-01,10.26,311
313 Moreton Bay - North,2003-05-01,9.16,313
314 Moreton Bay - South,2003-05-01,10.40,314
306 Cairns,2003-05-01,8.88,306
307 Darling Downs - Maranoa,2003-05-01,11.08,307
308 Fitzroy,2003-05-01,9.29,308
309 Gold Coast,2003-05-01,10.85,309
312 Mackay,2003-05-01,10.09,312
315 Queensland - Outback,2003-05-01,6.71,315
316 Sunshine Coast,2003-05-01,9.79,316
317 Toowoomba,2003-05-01,10.46,317
318 Townsville,2003-05-01,8.87,318
319 Wide Bay,2003-05-01,13.20,319
401 Adelaide - Central and Hills,2003-05-01,9.91,401
402 Adelaide - North,2003-05-01,8.34,402
403 Adelaide - South,2003-05-01,9.51,403
404 Adelaide - West,2003-05-01,9.55,404
405 Barossa - Yorke - Mid North,2003-05-01,11.78,405
406 South Australia - Outback,2003-05-01,7.36,406
407 South Australia - South East,2003-05-01,9.85,407
502 Mandurah,2003-05-01,9.45,502
503 Perth - Inner,2003-05-01,9.81,503
504 Perth - North East,2003-05-01,8.10,504
505 Perth - North West,2003-05-01,10.67,505
506 Perth - South East,2003-05-01,9.08,506
507 Perth - South West,2003-05-01,8.35,507
501 Bunbury,2003-05-01,9.23,501
508 Western Australia - Outback,2003-05-01,7.98,508
509 Western Australia - Wheat Belt,2003-05-01,7.79,509
601 Hobart,2003-05-01,6.13,601
602 Launceston and North East,2003-05-01,9.89,602
603 Tasmania - South East,2003-05-01,7.42,603
604 Tasmania - West and North West,2003-05-01,5.53,604
701 Darwin,2003-05-01,7.42,701
702 Northern Territory - Outback,2003-05-01,10.14,702
801 Australian Capital Territory,2003-05-01,14.62,801
102 Central Coast,2004-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-05-01,8.05,115
116 Sydney - Blacktown,2004-05-01,5.91,116
117 Sydney - City and Inner South,2004-05-01,8.15,117
118 Sydney - Eastern Suburbs,2004-05-01,8.91,118
119 Sydney - Inner South West,2004-05-01,8.56,119
120 Sydney - Inner West,2004-05-01,8.51,120
121 Sydney - North Sydney and Hornsby,2004-05-01,6.04,121
122 Sydney - Northern Beaches,2004-05-01,6.65,122
123 Sydney - Outer South West,2004-05-01,9.00,123
124 Sydney - Outer West and Blue Mountains,2004-05-01,8.53,124
125 Sydney - Parramatta,2004-05-01,9.67,125
126 Sydney - Ryde,2004-05-01,6.50,126
127 Sydney - South West,2004-05-01,7.19,127
128 Sydney - Sutherland,2004-05-01,6.69,128
101 Capital Region,2004-05-01,6.84,101
103 New South Wales - Central West,2004-05-01,8.09,103
104 Coffs Harbour - Grafton,2004-05-01,8.24,104
105 Far West and Orana,2004-05-01,6.40,105
106 Hunter Valley exc Newcastle,2004-05-01,9.86,106
107 Illawarra,2004-05-01,11.12,107
108 Mid North Coast,2004-05-01,7.60,108
109 Murray,2004-05-01,9.40,109
110 New England and North West,2004-05-01,9.98,110
111 Newcastle and Lake Macquarie,2004-05-01,7.97,111
112 Richmond - Tweed,2004-05-01,9.47,112
113 Riverina,2004-05-01,9.86,113
114 Southern Highlands and Shoalhaven,2004-05-01,6.50,114
206 Melbourne - Inner,2004-05-01,9.66,206
207 Melbourne - Inner East,2004-05-01,8.51,207
208 Melbourne - Inner South,2004-05-01,8.01,208
209 Melbourne - North East,2004-05-01,6.95,209
210 Melbourne - North West,2004-05-01,7.02,210
211 Melbourne - Outer East,2004-05-01,6.84,211
212 Melbourne - South East,2004-05-01,8.66,212
213 Melbourne - West,2004-05-01,5.37,213
214 Mornington Peninsula,2004-05-01,6.81,214
201 Ballarat,2004-05-01,8.41,201
202 Bendigo,2004-05-01,10.42,202
203 Geelong,2004-05-01,9.08,203
204 Hume,2004-05-01,8.47,204
205 Latrobe - Gippsland,2004-05-01,8.92,205
215 Victoria - North West,2004-05-01,8.40,215
216 Shepparton,2004-05-01,6.42,216
217 Warrnambool and South West,2004-05-01,11.06,217
301 Brisbane - East,2004-05-01,5.04,301
302 Brisbane - North,2004-05-01,7.99,302
303 Brisbane - South,2004-05-01,9.09,303
304 Brisbane - West,2004-05-01,8.49,304
305 Brisbane Inner City,2004-05-01,7.36,305
310 Ipswich,2004-05-01,8.92,310
311 Logan - Beaudesert,2004-05-01,9.36,311
313 Moreton Bay - North,2004-05-01,8.89,313
314 Moreton Bay - South,2004-05-01,9.75,314
306 Cairns,2004-05-01,9.15,306
307 Darling Downs - Maranoa,2004-05-01,10.49,307
308 Fitzroy,2004-05-01,7.31,308
309 Gold Coast,2004-05-01,11.33,309
312 Mackay,2004-05-01,11.37,312
315 Queensland - Outback,2004-05-01,9.81,315
316 Sunshine Coast,2004-05-01,11.97,316
317 Toowoomba,2004-05-01,10.30,317
318 Townsville,2004-05-01,7.72,318
319 Wide Bay,2004-05-01,9.60,319
401 Adelaide - Central and Hills,2004-05-01,7.53,401
402 Adelaide - North,2004-05-01,8.09,402
403 Adelaide - South,2004-05-01,10.28,403
404 Adelaide - West,2004-05-01,10.26,404
405 Barossa - Yorke - Mid North,2004-05-01,7.96,405
406 South Australia - Outback,2004-05-01,9.04,406
407 South Australia - South East,2004-05-01,8.93,407
502 Mandurah,2004-05-01,7.72,502
503 Perth - Inner,2004-05-01,9.42,503
504 Perth - North East,2004-05-01,7.66,504
505 Perth - North West,2004-05-01,10.84,505
506 Perth - South East,2004-05-01,9.15,506
507 Perth - South West,2004-05-01,9.11,507
501 Bunbury,2004-05-01,9.17,501
508 Western Australia - Outback,2004-05-01,7.11,508
509 Western Australia - Wheat Belt,2004-05-01,8.38,509
601 Hobart,2004-05-01,6.07,601
602 Launceston and North East,2004-05-01,10.90,602
603 Tasmania - South East,2004-05-01,9.70,603
604 Tasmania - West and North West,2004-05-01,6.58,604
701 Darwin,2004-05-01,9.41,701
702 Northern Territory - Outback,2004-05-01,9.97,702
801 Australian Capital Territory,2004-05-01,14.16,801
102 Central Coast,2005-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-05-01,9.07,115
116 Sydney - Blacktown,2005-05-01,7.28,116
117 Sydney - City and Inner South,2005-05-01,7.39,117
118 Sydney - Eastern Suburbs,2005-05-01,7.78,118
119 Sydney - Inner South West,2005-05-01,8.29,119
120 Sydney - Inner West,2005-05-01,7.01,120
121 Sydney - North Sydney and Hornsby,2005-05-01,6.31,121
122 Sydney - Northern Beaches,2005-05-01,7.24,122
123 Sydney - Outer South West,2005-05-01,8.50,123
124 Sydney - Outer West and Blue Mountains,2005-05-01,9.81,124
125 Sydney - Parramatta,2005-05-01,10.21,125
126 Sydney - Ryde,2005-05-01,6.79,126
127 Sydney - South West,2005-05-01,6.64,127
128 Sydney - Sutherland,2005-05-01,6.51,128
101 Capital Region,2005-05-01,8.10,101
103 New South Wales - Central West,2005-05-01,7.34,103
104 Coffs Harbour - Grafton,2005-05-01,6.65,104
105 Far West and Orana,2005-05-01,6.01,105
106 Hunter Valley exc Newcastle,2005-05-01,7.75,106
107 Illawarra,2005-05-01,9.45,107
108 Mid North Coast,2005-05-01,9.34,108
109 Murray,2005-05-01,8.70,109
110 New England and North West,2005-05-01,9.59,110
111 Newcastle and Lake Macquarie,2005-05-01,9.70,111
112 Richmond - Tweed,2005-05-01,9.74,112
113 Riverina,2005-05-01,7.54,113
114 Southern Highlands and Shoalhaven,2005-05-01,8.42,114
206 Melbourne - Inner,2005-05-01,7.46,206
207 Melbourne - Inner East,2005-05-01,9.67,207
208 Melbourne - Inner South,2005-05-01,7.03,208
209 Melbourne - North East,2005-05-01,8.01,209
210 Melbourne - North West,2005-05-01,9.18,210
211 Melbourne - Outer East,2005-05-01,8.85,211
212 Melbourne - South East,2005-05-01,8.10,212
213 Melbourne - West,2005-05-01,7.61,213
214 Mornington Peninsula,2005-05-01,7.94,214
201 Ballarat,2005-05-01,10.35,201
202 Bendigo,2005-05-01,11.77,202
203 Geelong,2005-05-01,10.06,203
204 Hume,2005-05-01,11.66,204
205 Latrobe - Gippsland,2005-05-01,8.57,205
215 Victoria - North West,2005-05-01,8.36,215
216 Shepparton,2005-05-01,8.38,216
217 Warrnambool and South West,2005-05-01,7.52,217
301 Brisbane - East,2005-05-01,8.35,301
302 Brisbane - North,2005-05-01,8.15,302
303 Brisbane - South,2005-05-01,7.56,303
304 Brisbane - West,2005-05-01,7.04,304
305 Brisbane Inner City,2005-05-01,7.77,305
310 Ipswich,2005-05-01,8.10,310
311 Logan - Beaudesert,2005-05-01,10.60,311
313 Moreton Bay - North,2005-05-01,8.40,313
314 Moreton Bay - South,2005-05-01,9.24,314
306 Cairns,2005-05-01,7.82,306
307 Darling Downs - Maranoa,2005-05-01,9.53,307
308 Fitzroy,2005-05-01,7.13,308
309 Gold Coast,2005-05-01,7.64,309
312 Mackay,2005-05-01,8.78,312
315 Queensland - Outback,2005-05-01,7.16,315
316 Sunshine Coast,2005-05-01,7.86,316
317 Toowoomba,2005-05-01,9.83,317
318 Townsville,2005-05-01,8.28,318
319 Wide Bay,2005-05-01,6.93,319
401 Adelaide - Central and Hills,2005-05-01,8.32,401
402 Adelaide - North,2005-05-01,8.53,402
403 Adelaide - South,2005-05-01,9.81,403
404 Adelaide - West,2005-05-01,10.42,404
405 Barossa - Yorke - Mid North,2005-05-01,7.92,405
406 South Australia - Outback,2005-05-01,6.64,406
407 South Australia - South East,2005-05-01,8.18,407
502 Mandurah,2005-05-01,7.67,502
503 Perth - Inner,2005-05-01,7.03,503
504 Perth - North East,2005-05-01,9.42,504
505 Perth - North West,2005-05-01,8.89,505
506 Perth - South East,2005-05-01,9.30,506
507 Perth - South West,2005-05-01,9.35,507
501 Bunbury,2005-05-01,9.30,501
508 Western Australia - Outback,2005-05-01,7.03,508
509 Western Australia - Wheat Belt,2005-05-01,9.31,509
601 Hobart,2005-05-01,6.82,601
602 Launceston and North East,2005-05-01,9.46,602
603 Tasmania - South East,2005-05-01,9.61,603
604 Tasmania - West and North West,2005-05-01,9.28,604
701 Darwin,2005-05-01,9.12,701
702 Northern Territory - Outback,2005-05-01,9.07,702
801 Australian Capital Territory,2005-05-01,13.31,801
102 Central Coast,2006-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-05-01,10.62,115
116 Sydney - Blacktown,2006-05-01,5.87,116
117 Sydney - City and Inner South,2006-05-01,7.62,117
118 Sydney - Eastern Suburbs,2006-05-01,8.82,118
119 Sydney - Inner South West,2006-05-01,8.48,119
120 Sydney - Inner West,2006-05-01,7.48,120
121 Sydney - North Sydney and Hornsby,2006-05-01,6.93,121
122 Sydney - Northern Beaches,2006-05-01,6.41,122
123 Sydney - Outer South West,2006-05-01,8.81,123
124 Sydney - Outer West and Blue Mountains,2006-05-01,8.65,124
125 Sydney - Parramatta,2006-05-01,11.41,125
126 Sydney - Ryde,2006-05-01,6.35,126
127 Sydney - South West,2006-05-01,7.73,127
128 Sydney - Sutherland,2006-05-01,7.06,128
101 Capital Region,2006-05-01,8.77,101
103 New South Wales - Central West,2006-05-01,8.88,103
104 Coffs Harbour - Grafton,2006-05-01,7.41,104
105 Far West and Orana,2006-05-01,9.04,105
106 Hunter Valley exc Newcastle,2006-05-01,9.19,106
107 Illawarra,2006-05-01,9.09,107
108 Mid North Coast,2006-05-01,10.39,108
109 Murray,2006-05-01,8.10,109
110 New England and North West,2006-05-01,7.58,110
111 Newcastle and Lake Macquarie,2006-05-01,7.80,111
112 Richmond - Tweed,2006-05-01,9.58,112
113 Riverina,2006-05-01,9.31,113
114 Southern Highlands and Shoalhaven,2006-05-01,10.60,114
206 Melbourne - Inner,2006-05-01,11.03,206
207 Melbourne - Inner East,2006-05-01,8.45,207
208 Melbourne - Inner South,2006-05-01,7.98,208
209 Melbourne - North East,2006-05-01,6.13,209
210 Melbourne - North West,2006-05-01,8.85,210
211 Melbourne - Outer East,2006-05-01,9.81,211
212 Melbourne - South East,2006-05-01,8.61,212
213 Melbourne - West,2006-05-01,7.91,213
214 Mornington Peninsula,2006-05-01,8.60,214
201 Ballarat,2006-05-01,9.30,201
202 Bendigo,2006-05-01,9.09,202
203 Geelong,2006-05-01,7.87,203
204 Hume,2006-05-01,8.87,204
205 Latrobe - Gippsland,2006-05-01,10.07,205
215 Victoria - North West,2006-05-01,8.57,215
216 Shepparton,2006-05-01,8.08,216
217 Warrnambool and South West,2006-05-01,6.36,217
301 Brisbane - East,2006-05-01,6.43,301
302 Brisbane - North,2006-05-01,8.20,302
303 Brisbane - South,2006-05-01,9.38,303
304 Brisbane - West,2006-05-01,7.27,304
305 Brisbane Inner City,2006-05-01,7.91,305
310 Ipswich,2006-05-01,8.50,310
311 Logan - Beaudesert,2006-05-01,11.31,311
313 Moreton Bay - North,2006-05-01,7.97,313
314 Moreton Bay - South,2006-05-01,9.58,314
306 Cairns,2006-05-01,7.81,306
307 Darling Downs - Maranoa,2006-05-01,13.25,307
308 Fitzroy,2006-05-01,4.94,308
309 Gold Coast,2006-05-01,8.76,309
312 Mackay,2006-05-01,9.08,312
315 Queensland - Outback,2006-05-01,6.93,315
316 Sunshine Coast,2006-05-01,10.62,316
317 Toowoomba,2006-05-01,9.18,317
318 Townsville,2006-05-01,5.78,318
319 Wide Bay,2006-05-01,11.41,319
401 Adelaide - Central and Hills,2006-05-01,6.95,401
402 Adelaide - North,2006-05-01,8.30,402
403 Adelaide - South,2006-05-01,8.73,403
404 Adelaide - West,2006-05-01,9.82,404
405 Barossa - Yorke - Mid North,2006-05-01,8.86,405
406 South Australia - Outback,2006-05-01,7.91,406
407 South Australia - South East,2006-05-01,10.36,407
502 Mandurah,2006-05-01,7.80,502
503 Perth - Inner,2006-05-01,7.63,503
504 Perth - North East,2006-05-01,6.35,504
505 Perth - North West,2006-05-01,9.85,505
506 Perth - South East,2006-05-01,9.26,506
507 Perth - South West,2006-05-01,8.78,507
501 Bunbury,2006-05-01,9.16,501
508 Western Australia - Outback,2006-05-01,7.42,508
509 Western Australia - Wheat Belt,2006-05-01,7.69,509
601 Hobart,2006-05-01,6.66,601
602 Launceston and North East,2006-05-01,10.81,602
603 Tasmania - South East,2006-05-01,8.59,603
604 Tasmania - West and North West,2006-05-01,10.22,604
701 Darwin,2006-05-01,7.69,701
702 Northern Territory - Outback,2006-05-01,10.05,702
801 Australian Capital Territory,2006-05-01,16.00,801
102 Central Coast,2007-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-05-01,10.09,115
116 Sydney - Blacktown,2007-05-01,8.48,116
117 Sydney - City and Inner South,2007-05-01,8.31,117
118 Sydney - Eastern Suburbs,2007-05-01,10.12,118
119 Sydney - Inner South West,2007-05-01,7.83,119
120 Sydney - Inner West,2007-05-01,8.05,120
121 Sydney - North Sydney and Hornsby,2007-05-01,8.26,121
122 Sydney - Northern Beaches,2007-05-01,6.95,122
123 Sydney - Outer South West,2007-05-01,8.61,123
124 Sydney - Outer West and Blue Mountains,2007-05-01,7.94,124
125 Sydney - Parramatta,2007-05-01,10.38,125
126 Sydney - Ryde,2007-05-01,7.17,126
127 Sydney - South West,2007-05-01,7.48,127
128 Sydney - Sutherland,2007-05-01,6.30,128
101 Capital Region,2007-05-01,9.00,101
103 New South Wales - Central West,2007-05-01,7.33,103
104 Coffs Harbour - Grafton,2007-05-01,6.69,104
105 Far West and Orana,2007-05-01,8.11,105
106 Hunter Valley exc Newcastle,2007-05-01,11.60,106
107 Illawarra,2007-05-01,9.83,107
108 Mid North Coast,2007-05-01,10.94,108
109 Murray,2007-05-01,11.48,109
110 New England and North West,2007-05-01,8.62,110
111 Newcastle and Lake Macquarie,2007-05-01,9.06,111
112 Richmond - Tweed,2007-05-01,9.79,112
113 Riverina,2007-05-01,11.22,113
114 Southern Highlands and Shoalhaven,2007-05-01,10.03,114
206 Melbourne - Inner,2007-05-01,11.90,206
207 Melbourne - Inner East,2007-05-01,8.64,207
208 Melbourne - Inner South,2007-05-01,6.80,208
209 Melbourne - North East,2007-05-01,7.47,209
210 Melbourne - North West,2007-05-01,7.55,210
211 Melbourne - Outer East,2007-05-01,9.04,211
212 Melbourne - South East,2007-05-01,8.80,212
213 Melbourne - West,2007-05-01,6.54,213
214 Mornington Peninsula,2007-05-01,8.67,214
201 Ballarat,2007-05-01,9.42,201
202 Bendigo,2007-05-01,7.48,202
203 Geelong,2007-05-01,8.75,203
204 Hume,2007-05-01,9.30,204
205 Latrobe - Gippsland,2007-05-01,9.56,205
215 Victoria - North West,2007-05-01,8.31,215
216 Shepparton,2007-05-01,7.37,216
217 Warrnambool and South West,2007-05-01,9.11,217
301 Brisbane - East,2007-05-01,7.41,301
302 Brisbane - North,2007-05-01,9.01,302
303 Brisbane - South,2007-05-01,9.25,303
304 Brisbane - West,2007-05-01,7.31,304
305 Brisbane Inner City,2007-05-01,8.51,305
310 Ipswich,2007-05-01,7.25,310
311 Logan - Beaudesert,2007-05-01,12.12,311
313 Moreton Bay - North,2007-05-01,7.64,313
314 Moreton Bay - South,2007-05-01,10.76,314
306 Cairns,2007-05-01,8.25,306
307 Darling Downs - Maranoa,2007-05-01,9.63,307
308 Fitzroy,2007-05-01,6.59,308
309 Gold Coast,2007-05-01,8.12,309
312 Mackay,2007-05-01,10.02,312
315 Queensland - Outback,2007-05-01,7.37,315
316 Sunshine Coast,2007-05-01,6.12,316
317 Toowoomba,2007-05-01,9.43,317
318 Townsville,2007-05-01,7.87,318
319 Wide Bay,2007-05-01,9.20,319
401 Adelaide - Central and Hills,2007-05-01,7.12,401
402 Adelaide - North,2007-05-01,7.14,402
403 Adelaide - South,2007-05-01,10.03,403
404 Adelaide - West,2007-05-01,10.86,404
405 Barossa - Yorke - Mid North,2007-05-01,9.23,405
406 South Australia - Outback,2007-05-01,7.47,406
407 South Australia - South East,2007-05-01,10.94,407
502 Mandurah,2007-05-01,8.53,502
503 Perth - Inner,2007-05-01,10.08,503
504 Perth - North East,2007-05-01,8.28,504
505 Perth - North West,2007-05-01,11.27,505
506 Perth - South East,2007-05-01,9.15,506
507 Perth - South West,2007-05-01,8.63,507
501 Bunbury,2007-05-01,9.33,501
508 Western Australia - Outback,2007-05-01,7.14,508
509 Western Australia - Wheat Belt,2007-05-01,8.05,509
601 Hobart,2007-05-01,7.85,601
602 Launceston and North East,2007-05-01,10.72,602
603 Tasmania - South East,2007-05-01,10.01,603
604 Tasmania - West and North West,2007-05-01,7.19,604
701 Darwin,2007-05-01,8.50,701
702 Northern Territory - Outback,2007-05-01,10.06,702
801 Australian Capital Territory,2007-05-01,12.17,801
102 Central Coast,2008-05-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-05-01,11.21,115
116 Sydney - Blacktown,2008-05-01,6.24,116
117 Sydney - City and Inner South,2008-05-01,9.25,117
118 Sydney - Eastern Suburbs,2008-05-01,8.73,118
119 Sydney - Inner South West,2008-05-01,8.65,119
120 Sydney - Inner West,2008-05-01,8.91,120
121 Sydney - North Sydney and Hornsby,2008-05-01,9.33,121
122 Sydney - Northern Beaches,2008-05-01,5.22,122
123 Sydney - Outer South West,2008-05-01,9.06,123
124 Sydney - Outer West and Blue Mountains,2008-05-01,8.17,124
125 Sydney - Parramatta,2008-05-01,9.77,125
126 Sydney - Ryde,2008-05-01,6.61,126
127 Sydney - South West,2008-05-01,5.86,127
128 Sydney - Sutherland,2008-05-01,6.58,128
101 Capital Region,2008-05-01,9.09,101
103 New South Wales - Central West,2008-05-01,8.91,103
104 Coffs Harbour - Grafton,2008-05-01,7.19,104
105 Far West and Orana,2008-05-01,9.99,105
106 Hunter Valley exc Newcastle,2008-05-01,9.41,106
107 Illawarra,2008-05-01,13.19,107
108 Mid North Coast,2008-05-01,8.62,108
109 Murray,2008-05-01,10.70,109
110 New England and North West,2008-05-01,8.27,110
111 Newcastle and Lake Macquarie,2008-05-01,8.37,111
112 Richmond - Tweed,2008-05-01,8.93,112
113 Riverina,2008-05-01,8.72,113
114 Southern Highlands and Shoalhaven,2008-05-01,8.20,114
206 Melbourne - Inner,2008-05-01,11.89,206
207 Melbourne - Inner East,2008-05-01,7.52,207
208 Melbourne - Inner South,2008-05-01,7.12,208
209 Melbourne - North East,2008-05-01,7.19,209
210 Melbourne - North West,2008-05-01,8.52,210
211 Melbourne - Outer East,2008-05-01,7.03,211
212 Melbourne - South East,2008-05-01,7.16,212
213 Melbourne - West,2008-05-01,7.11,213
214 Mornington Peninsula,2008-05-01,8.42,214
201 Ballarat,2008-05-01,9.34,201
202 Bendigo,2008-05-01,8.24,202
203 Geelong,2008-05-01,11.31,203
204 Hume,2008-05-01,8.44,204
205 Latrobe - Gippsland,2008-05-01,7.71,205
215 Victoria - North West,2008-05-01,8.46,215
216 Shepparton,2008-05-01,7.89,216
217 Warrnambool and South West,2008-05-01,10.10,217
301 Brisbane - East,2008-05-01,7.59,301
302 Brisbane - North,2008-05-01,8.40,302
303 Brisbane - South,2008-05-01,8.81,303
304 Brisbane - West,2008-05-01,7.57,304
305 Brisbane Inner City,2008-05-01,8.85,305
310 Ipswich,2008-05-01,7.36,310
311 Logan - Beaudesert,2008-05-01,7.95,311
313 Moreton Bay - North,2008-05-01,10.11,313
