Labour market region (SA4): ASGS (2011),date,percent total,sa4_code_2011
205 Latrobe - Gippsland,2003-05-01,38.49,205
215 Victoria - North West,2003-05-01,30.86,215
216 Shepparton,2003-05-01,38.62,216
217 Warrnambool and South West,2003-05-01,37.96,217
301 Brisbane - East,2003-05-01,36.08,301
302 Brisbane - North,2003-05-01,33.27,302
303 Brisbane - South,2003-05-01,28.18,303
304 Brisbane - West,2003-05-01,17.03,304
305 Brisbane Inner City,2003-05-01,17.65,305
310 Ipswich,2003-05-01,43.94,310
311 Logan - Beaudesert,2003-05-01,45.62,311
313 Moreton Bay - North,2003-05-01,41.73,313
314 Moreton Bay - South,2003-05-01,31.81,314
306 Cairns,2003-05-01,34.51,306
307 Darling Downs - Maranoa,2003-05-01,34.76,307
308 Fitzroy,2003-05-01,43.08,308
309 Gold Coast,2003-05-01,33.14,309
312 Mackay,2003-05-01,43.88,312
315 Queensland - Outback,2003-05-01,43.14,315
316 Sunshine Coast,2003-05-01,35.37,316
317 Toowoomba,2003-05-01,42.01,317
318 Townsville,2003-05-01,35.10,318
319 Wide Bay,2003-05-01,35.45,319
401 Adelaide - Central and Hills,2003-05-01,22.78,401
402 Adelaide - North,2003-05-01,42.75,402
403 Adelaide - South,2003-05-01,34.33,403
404 Adelaide - West,2003-05-01,33.71,404
405 Barossa - Yorke - Mid North,2003-05-01,39.45,405
406 South Australia - Outback,2003-05-01,47.97,406
407 South Australia - South East,2003-05-01,41.49,407
502 Mandurah,2003-05-01,47.24,502
503 Perth - Inner,2003-05-01,15.41,503
504 Perth - North East,2003-05-01,34.63,504
505 Perth - North West,2003-05-01,31.98,505
506 Perth - South East,2003-05-01,33.83,506
507 Perth - South West,2003-05-01,34.28,507
501 Bunbury,2003-05-01,43.93,501
508 Western Australia - Outback,2003-05-01,48.63,508
509 Western Australia - Wheat Belt,2003-05-01,35.54,509
601 Hobart,2003-05-01,30.81,601
602 Launceston and North East,2003-05-01,38.20,602
603 Tasmania - South East,2003-05-01,44.53,603
604 Tasmania - West and North West,2003-05-01,43.68,604
701 Darwin,2003-05-01,30.82,701
702 Northern Territory - Outback,2003-05-01,41.21,702
801 Australian Capital Territory,2003-05-01,19.04,801
102 Central Coast,2004-05-01,37.13,102
115 Sydney - Baulkham Hills and Hawkesbury,2004-05-01,25.20,115
116 Sydney - Blacktown,2004-05-01,42.43,116
117 Sydney - City and Inner South,2004-05-01,21.48,117
118 Sydney - Eastern Suburbs,2004-05-01,16.26,118
119 Sydney - Inner South West,2004-05-01,36.12,119
120 Sydney - Inner West,2004-05-01,21.65,120
121 Sydney - North Sydney and Hornsby,2004-05-01,14.96,121
122 Sydney - Northern Beaches,2004-05-01,23.59,122
123 Sydney - Outer South West,2004-05-01,39.94,123
124 Sydney - Outer West and Blue Mountains,2004-05-01,33.09,124
125 Sydney - Parramatta,2004-05-01,36.15,125
126 Sydney - Ryde,2004-05-01,16.11,126
127 Sydney - South West,2004-05-01,41.43,127
128 Sydney - Sutherland,2004-05-01,28.96,128
101 Capital Region,2004-05-01,36.81,101
103 New South Wales - Central West,2004-05-01,41.01,103
104 Coffs Harbour - Grafton,2004-05-01,38.58,104
105 Far West and Orana,2004-05-01,31.53,105
106 Hunter Valley exc Newcastle,2004-05-01,40.99,106
107 Illawarra,2004-05-01,38.95,107
108 Mid North Coast,2004-05-01,35.61,108
109 Murray,2004-05-01,35.53,109
110 New England and North West,2004-05-01,33.46,110
111 Newcastle and Lake Macquarie,2004-05-01,35.48,111
112 Richmond - Tweed,2004-05-01,33.46,112
113 Riverina,2004-05-01,37.97,113
114 Southern Highlands and Shoalhaven,2004-05-01,37.50,114
206 Melbourne - Inner,2004-05-01,18.40,206
207 Melbourne - Inner East,2004-05-01,17.79,207
208 Melbourne - Inner South,2004-05-01,18.73,208
209 Melbourne - North East,2004-05-01,32.59,209
210 Melbourne - North West,2004-05-01,41.91,210
211 Melbourne - Outer East,2004-05-01,35.39,211
212 Melbourne - South East,2004-05-01,40.63,212
213 Melbourne - West,2004-05-01,40.67,213
214 Mornington Peninsula,2004-05-01,36.17,214
201 Ballarat,2004-05-01,42.42,201
202 Bendigo,2004-05-01,33.26,202
203 Geelong,2004-05-01,40.93,203
204 Hume,2004-05-01,37.88,204
205 Latrobe - Gippsland,2004-05-01,35.19,205
215 Victoria - North West,2004-05-01,34.25,215
216 Shepparton,2004-05-01,34.10,216
217 Warrnambool and South West,2004-05-01,39.80,217
301 Brisbane - East,2004-05-01,39.48,301
302 Brisbane - North,2004-05-01,31.29,302
303 Brisbane - South,2004-05-01,27.98,303
304 Brisbane - West,2004-05-01,20.44,304
305 Brisbane Inner City,2004-05-01,16.67,305
310 Ipswich,2004-05-01,44.69,310
311 Logan - Beaudesert,2004-05-01,48.05,311
313 Moreton Bay - North,2004-05-01,41.04,313
314 Moreton Bay - South,2004-05-01,38.10,314
306 Cairns,2004-05-01,36.40,306
307 Darling Downs - Maranoa,2004-05-01,36.35,307
308 Fitzroy,2004-05-01,43.08,308
309 Gold Coast,2004-05-01,32.36,309
312 Mackay,2004-05-01,42.12,312
315 Queensland - Outback,2004-05-01,44.72,315
316 Sunshine Coast,2004-05-01,33.12,316
317 Toowoomba,2004-05-01,34.94,317
318 Townsville,2004-05-01,39.77,318
319 Wide Bay,2004-05-01,39.85,319
401 Adelaide - Central and Hills,2004-05-01,22.03,401
402 Adelaide - North,2004-05-01,43.07,402
403 Adelaide - South,2004-05-01,33.00,403
404 Adelaide - West,2004-05-01,34.52,404
405 Barossa - Yorke - Mid North,2004-05-01,38.30,405
406 South Australia - Outback,2004-05-01,42.90,406
407 South Australia - South East,2004-05-01,41.71,407
502 Mandurah,2004-05-01,50.43,502
503 Perth - Inner,2004-05-01,14.86,503
504 Perth - North East,2004-05-01,35.02,504
505 Perth - North West,2004-05-01,31.76,505
506 Perth - South East,2004-05-01,37.42,506
507 Perth - South West,2004-05-01,32.71,507
501 Bunbury,2004-05-01,47.62,501
508 Western Australia - Outback,2004-05-01,43.11,508
509 Western Australia - Wheat Belt,2004-05-01,40.90,509
601 Hobart,2004-05-01,29.40,601
602 Launceston and North East,2004-05-01,39.10,602
603 Tasmania - South East,2004-05-01,44.96,603
604 Tasmania - West and North West,2004-05-01,43.00,604
701 Darwin,2004-05-01,32.55,701
702 Northern Territory - Outback,2004-05-01,41.33,702
801 Australian Capital Territory,2004-05-01,20.32,801
102 Central Coast,2005-05-01,34.99,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-05-01,23.61,115
116 Sydney - Blacktown,2005-05-01,39.91,116
117 Sydney - City and Inner South,2005-05-01,22.19,117
118 Sydney - Eastern Suburbs,2005-05-01,19.75,118
119 Sydney - Inner South West,2005-05-01,33.61,119
120 Sydney - Inner West,2005-05-01,23.62,120
121 Sydney - North Sydney and Hornsby,2005-05-01,13.59,121
122 Sydney - Northern Beaches,2005-05-01,23.09,122
123 Sydney - Outer South West,2005-05-01,35.82,123
124 Sydney - Outer West and Blue Mountains,2005-05-01,35.36,124
125 Sydney - Parramatta,2005-05-01,36.02,125
126 Sydney - Ryde,2005-05-01,20.24,126
127 Sydney - South West,2005-05-01,44.75,127
128 Sydney - Sutherland,2005-05-01,28.62,128
101 Capital Region,2005-05-01,37.67,101
103 New South Wales - Central West,2005-05-01,38.47,103
104 Coffs Harbour - Grafton,2005-05-01,36.16,104
105 Far West and Orana,2005-05-01,34.78,105
106 Hunter Valley exc Newcastle,2005-05-01,45.89,106
107 Illawarra,2005-05-01,37.67,107
108 Mid North Coast,2005-05-01,37.75,108
109 Murray,2005-05-01,40.13,109
110 New England and North West,2005-05-01,34.86,110
111 Newcastle and Lake Macquarie,2005-05-01,32.79,111
112 Richmond - Tweed,2005-05-01,34.68,112
113 Riverina,2005-05-01,35.44,113
114 Southern Highlands and Shoalhaven,2005-05-01,36.88,114
206 Melbourne - Inner,2005-05-01,19.52,206
207 Melbourne - Inner East,2005-05-01,19.08,207
208 Melbourne - Inner South,2005-05-01,18.69,208
209 Melbourne - North East,2005-05-01,31.82,209
210 Melbourne - North West,2005-05-01,40.43,210
211 Melbourne - Outer East,2005-05-01,33.58,211
212 Melbourne - South East,2005-05-01,39.11,212
213 Melbourne - West,2005-05-01,38.36,213
214 Mornington Peninsula,2005-05-01,37.08,214
201 Ballarat,2005-05-01,38.82,201
202 Bendigo,2005-05-01,34.88,202
203 Geelong,2005-05-01,38.81,203
204 Hume,2005-05-01,38.53,204
205 Latrobe - Gippsland,2005-05-01,38.94,205
215 Victoria - North West,2005-05-01,35.84,215
216 Shepparton,2005-05-01,37.87,216
217 Warrnambool and South West,2005-05-01,40.61,217
301 Brisbane - East,2005-05-01,36.33,301
302 Brisbane - North,2005-05-01,32.44,302
303 Brisbane - South,2005-05-01,29.01,303
304 Brisbane - West,2005-05-01,16.57,304
305 Brisbane Inner City,2005-05-01,18.39,305
310 Ipswich,2005-05-01,43.83,310
311 Logan - Beaudesert,2005-05-01,44.67,311
313 Moreton Bay - North,2005-05-01,40.04,313
314 Moreton Bay - South,2005-05-01,33.31,314
306 Cairns,2005-05-01,38.14,306
307 Darling Downs - Maranoa,2005-05-01,38.13,307
308 Fitzroy,2005-05-01,41.53,308
309 Gold Coast,2005-05-01,34.19,309
312 Mackay,2005-05-01,41.57,312
315 Queensland - Outback,2005-05-01,40.36,315
316 Sunshine Coast,2005-05-01,40.15,316
317 Toowoomba,2005-05-01,39.49,317
318 Townsville,2005-05-01,39.55,318
319 Wide Bay,2005-05-01,37.77,319
401 Adelaide - Central and Hills,2005-05-01,22.64,401
402 Adelaide - North,2005-05-01,40.53,402
403 Adelaide - South,2005-05-01,32.39,403
404 Adelaide - West,2005-05-01,32.69,404
405 Barossa - Yorke - Mid North,2005-05-01,37.98,405
406 South Australia - Outback,2005-05-01,40.73,406
407 South Australia - South East,2005-05-01,41.21,407
502 Mandurah,2005-05-01,48.98,502
503 Perth - Inner,2005-05-01,15.25,503
504 Perth - North East,2005-05-01,37.77,504
505 Perth - North West,2005-05-01,33.66,505
506 Perth - South East,2005-05-01,35.92,506
507 Perth - South West,2005-05-01,33.61,507
501 Bunbury,2005-05-01,44.16,501
508 Western Australia - Outback,2005-05-01,44.79,508
509 Western Australia - Wheat Belt,2005-05-01,39.47,509
601 Hobart,2005-05-01,28.79,601
602 Launceston and North East,2005-05-01,37.07,602
603 Tasmania - South East,2005-05-01,48.74,603
604 Tasmania - West and North West,2005-05-01,43.64,604
701 Darwin,2005-05-01,34.96,701
702 Northern Territory - Outback,2005-05-01,34.36,702
801 Australian Capital Territory,2005-05-01,19.71,801
102 Central Coast,2006-05-01,32.94,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-05-01,25.58,115
116 Sydney - Blacktown,2006-05-01,41.33,116
117 Sydney - City and Inner South,2006-05-01,19.42,117
118 Sydney - Eastern Suburbs,2006-05-01,14.22,118
119 Sydney - Inner South West,2006-05-01,34.63,119
120 Sydney - Inner West,2006-05-01,20.77,120
121 Sydney - North Sydney and Hornsby,2006-05-01,12.53,121
122 Sydney - Northern Beaches,2006-05-01,22.05,122
123 Sydney - Outer South West,2006-05-01,35.00,123
124 Sydney - Outer West and Blue Mountains,2006-05-01,34.93,124
125 Sydney - Parramatta,2006-05-01,33.57,125
126 Sydney - Ryde,2006-05-01,17.50,126
127 Sydney - South West,2006-05-01,41.12,127
128 Sydney - Sutherland,2006-05-01,27.57,128
101 Capital Region,2006-05-01,33.51,101
103 New South Wales - Central West,2006-05-01,37.37,103
104 Coffs Harbour - Grafton,2006-05-01,34.79,104
105 Far West and Orana,2006-05-01,31.61,105
106 Hunter Valley exc Newcastle,2006-05-01,42.43,106
107 Illawarra,2006-05-01,36.34,107
108 Mid North Coast,2006-05-01,39.42,108
109 Murray,2006-05-01,43.90,109
110 New England and North West,2006-05-01,35.72,110
111 Newcastle and Lake Macquarie,2006-05-01,32.86,111
112 Richmond - Tweed,2006-05-01,33.75,112
113 Riverina,2006-05-01,36.06,113
114 Southern Highlands and Shoalhaven,2006-05-01,31.85,114
206 Melbourne - Inner,2006-05-01,15.95,206
207 Melbourne - Inner East,2006-05-01,17.41,207
208 Melbourne - Inner South,2006-05-01,20.81,208
209 Melbourne - North East,2006-05-01,32.22,209
210 Melbourne - North West,2006-05-01,40.79,210
211 Melbourne - Outer East,2006-05-01,32.93,211
212 Melbourne - South East,2006-05-01,37.20,212
213 Melbourne - West,2006-05-01,37.42,213
214 Mornington Peninsula,2006-05-01,39.38,214
201 Ballarat,2006-05-01,35.48,201
202 Bendigo,2006-05-01,31.95,202
203 Geelong,2006-05-01,35.97,203
204 Hume,2006-05-01,39.31,204
205 Latrobe - Gippsland,2006-05-01,40.87,205
215 Victoria - North West,2006-05-01,31.99,215
216 Shepparton,2006-05-01,43.45,216
217 Warrnambool and South West,2006-05-01,40.41,217
301 Brisbane - East,2006-05-01,33.49,301
302 Brisbane - North,2006-05-01,30.89,302
303 Brisbane - South,2006-05-01,27.32,303
304 Brisbane - West,2006-05-01,18.79,304
305 Brisbane Inner City,2006-05-01,17.42,305
310 Ipswich,2006-05-01,44.38,310
311 Logan - Beaudesert,2006-05-01,47.13,311
313 Moreton Bay - North,2006-05-01,41.69,313
314 Moreton Bay - South,2006-05-01,31.07,314
306 Cairns,2006-05-01,37.59,306
307 Darling Downs - Maranoa,2006-05-01,40.57,307
308 Fitzroy,2006-05-01,42.74,308
309 Gold Coast,2006-05-01,33.86,309
312 Mackay,2006-05-01,47.21,312
315 Queensland - Outback,2006-05-01,44.06,315
316 Sunshine Coast,2006-05-01,35.24,316
317 Toowoomba,2006-05-01,37.19,317
318 Townsville,2006-05-01,36.05,318
319 Wide Bay,2006-05-01,40.57,319
401 Adelaide - Central and Hills,2006-05-01,21.38,401
402 Adelaide - North,2006-05-01,42.86,402
403 Adelaide - South,2006-05-01,33.18,403
404 Adelaide - West,2006-05-01,31.40,404
405 Barossa - Yorke - Mid North,2006-05-01,41.59,405
406 South Australia - Outback,2006-05-01,41.40,406
407 South Australia - South East,2006-05-01,42.24,407
502 Mandurah,2006-05-01,54.31,502
503 Perth - Inner,2006-05-01,14.86,503
504 Perth - North East,2006-05-01,36.46,504
505 Perth - North West,2006-05-01,32.23,505
506 Perth - South East,2006-05-01,36.06,506
507 Perth - South West,2006-05-01,34.90,507
501 Bunbury,2006-05-01,44.80,501
508 Western Australia - Outback,2006-05-01,42.08,508
509 Western Australia - Wheat Belt,2006-05-01,39.00,509
601 Hobart,2006-05-01,28.72,601
602 Launceston and North East,2006-05-01,38.39,602
603 Tasmania - South East,2006-05-01,43.89,603
604 Tasmania - West and North West,2006-05-01,43.32,604
701 Darwin,2006-05-01,32.51,701
702 Northern Territory - Outback,2006-05-01,32.73,702
801 Australian Capital Territory,2006-05-01,19.84,801
102 Central Coast,2007-05-01,37.17,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-05-01,23.34,115
116 Sydney - Blacktown,2007-05-01,38.59,116
117 Sydney - City and Inner South,2007-05-01,19.17,117
118 Sydney - Eastern Suburbs,2007-05-01,16.77,118
119 Sydney - Inner South West,2007-05-01,36.09,119
120 Sydney - Inner West,2007-05-01,20.00,120
121 Sydney - North Sydney and Hornsby,2007-05-01,13.08,121
122 Sydney - Northern Beaches,2007-05-01,23.19,122
123 Sydney - Outer South West,2007-05-01,40.61,123
124 Sydney - Outer West and Blue Mountains,2007-05-01,31.04,124
125 Sydney - Parramatta,2007-05-01,33.33,125
126 Sydney - Ryde,2007-05-01,18.80,126
127 Sydney - South West,2007-05-01,44.17,127
128 Sydney - Sutherland,2007-05-01,26.15,128
101 Capital Region,2007-05-01,38.84,101
103 New South Wales - Central West,2007-05-01,37.88,103
104 Coffs Harbour - Grafton,2007-05-01,40.09,104
105 Far West and Orana,2007-05-01,33.81,105
106 Hunter Valley exc Newcastle,2007-05-01,45.30,106
107 Illawarra,2007-05-01,37.44,107
108 Mid North Coast,2007-05-01,39.20,108
109 Murray,2007-05-01,37.80,109
110 New England and North West,2007-05-01,34.26,110
111 Newcastle and Lake Macquarie,2007-05-01,33.81,111
112 Richmond - Tweed,2007-05-01,33.24,112
113 Riverina,2007-05-01,36.15,113
114 Southern Highlands and Shoalhaven,2007-05-01,36.55,114
206 Melbourne - Inner,2007-05-01,16.40,206
207 Melbourne - Inner East,2007-05-01,17.62,207
208 Melbourne - Inner South,2007-05-01,20.44,208
209 Melbourne - North East,2007-05-01,33.00,209
210 Melbourne - North West,2007-05-01,39.61,210
211 Melbourne - Outer East,2007-05-01,34.29,211
212 Melbourne - South East,2007-05-01,38.84,212
213 Melbourne - West,2007-05-01,40.10,213
214 Mornington Peninsula,2007-05-01,36.75,214
201 Ballarat,2007-05-01,39.74,201
202 Bendigo,2007-05-01,36.34,202
203 Geelong,2007-05-01,36.35,203
204 Hume,2007-05-01,42.51,204
205 Latrobe - Gippsland,2007-05-01,40.59,205
215 Victoria - North West,2007-05-01,32.65,215
216 Shepparton,2007-05-01,34.19,216
217 Warrnambool and South West,2007-05-01,38.18,217
301 Brisbane - East,2007-05-01,35.48,301
302 Brisbane - North,2007-05-01,29.45,302
303 Brisbane - South,2007-05-01,27.94,303
304 Brisbane - West,2007-05-01,19.48,304
305 Brisbane Inner City,2007-05-01,16.53,305
310 Ipswich,2007-05-01,43.99,310
311 Logan - Beaudesert,2007-05-01,45.29,311
313 Moreton Bay - North,2007-05-01,41.86,313
314 Moreton Bay - South,2007-05-01,31.81,314
306 Cairns,2007-05-01,39.26,306
307 Darling Downs - Maranoa,2007-05-01,41.41,307
308 Fitzroy,2007-05-01,44.22,308
309 Gold Coast,2007-05-01,35.66,309
312 Mackay,2007-05-01,44.26,312
315 Queensland - Outback,2007-05-01,46.67,315
316 Sunshine Coast,2007-05-01,36.36,316
317 Toowoomba,2007-05-01,35.90,317
318 Townsville,2007-05-01,41.68,318
319 Wide Bay,2007-05-01,43.11,319
401 Adelaide - Central and Hills,2007-05-01,22.63,401
402 Adelaide - North,2007-05-01,40.33,402
403 Adelaide - South,2007-05-01,31.03,403
404 Adelaide - West,2007-05-01,33.08,404
405 Barossa - Yorke - Mid North,2007-05-01,38.49,405
406 South Australia - Outback,2007-05-01,48.08,406
407 South Australia - South East,2007-05-01,41.09,407
502 Mandurah,2007-05-01,49.02,502
503 Perth - Inner,2007-05-01,18.03,503
504 Perth - North East,2007-05-01,38.07,504
505 Perth - North West,2007-05-01,32.76,505
506 Perth - South East,2007-05-01,34.75,506
507 Perth - South West,2007-05-01,34.86,507
501 Bunbury,2007-05-01,47.39,501
508 Western Australia - Outback,2007-05-01,48.95,508
509 Western Australia - Wheat Belt,2007-05-01,39.57,509
601 Hobart,2007-05-01,29.59,601
602 Launceston and North East,2007-05-01,38.03,602
603 Tasmania - South East,2007-05-01,40.98,603
604 Tasmania - West and North West,2007-05-01,45.60,604
701 Darwin,2007-05-01,31.13,701
702 Northern Territory - Outback,2007-05-01,39.80,702
801 Australian Capital Territory,2007-05-01,18.96,801
102 Central Coast,2008-05-01,38.63,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-05-01,25.22,115
116 Sydney - Blacktown,2008-05-01,40.92,116
117 Sydney - City and Inner South,2008-05-01,19.09,117
118 Sydney - Eastern Suburbs,2008-05-01,17.02,118
119 Sydney - Inner South West,2008-05-01,36.43,119
120 Sydney - Inner West,2008-05-01,20.26,120
121 Sydney - North Sydney and Hornsby,2008-05-01,13.77,121
122 Sydney - Northern Beaches,2008-05-01,22.65,122
123 Sydney - Outer South West,2008-05-01,38.52,123
124 Sydney - Outer West and Blue Mountains,2008-05-01,34.14,124
125 Sydney - Parramatta,2008-05-01,32.90,125
126 Sydney - Ryde,2008-05-01,16.06,126
127 Sydney - South West,2008-05-01,45.19,127
128 Sydney - Sutherland,2008-05-01,28.23,128
101 Capital Region,2008-05-01,35.26,101
103 New South Wales - Central West,2008-05-01,35.81,103
104 Coffs Harbour - Grafton,2008-05-01,35.92,104
105 Far West and Orana,2008-05-01,32.54,105
106 Hunter Valley exc Newcastle,2008-05-01,44.42,106
107 Illawarra,2008-05-01,38.84,107
108 Mid North Coast,2008-05-01,35.76,108
109 Murray,2008-05-01,44.12,109
110 New England and North West,2008-05-01,34.03,110
111 Newcastle and Lake Macquarie,2008-05-01,33.95,111
112 Richmond - Tweed,2008-05-01,37.46,112
113 Riverina,2008-05-01,35.98,113
114 Southern Highlands and Shoalhaven,2008-05-01,33.15,114
206 Melbourne - Inner,2008-05-01,15.08,206
207 Melbourne - Inner East,2008-05-01,18.07,207
208 Melbourne - Inner South,2008-05-01,18.06,208
209 Melbourne - North East,2008-05-01,33.06,209
210 Melbourne - North West,2008-05-01,37.55,210
211 Melbourne - Outer East,2008-05-01,34.82,211
212 Melbourne - South East,2008-05-01,38.69,212
213 Melbourne - West,2008-05-01,39.37,213
214 Mornington Peninsula,2008-05-01,36.63,214
201 Ballarat,2008-05-01,43.48,201
202 Bendigo,2008-05-01,32.57,202
203 Geelong,2008-05-01,36.60,203
204 Hume,2008-05-01,42.33,204
205 Latrobe - Gippsland,2008-05-01,39.62,205
