Labour market region (SA4): ASGS (2011),date,percent total workers,sa4_code_2011
505 Perth - North West,2004-05-01,0.2783,505
506 Perth - South East,2004-05-01,0.2761,506
507 Perth - South West,2004-05-01,0.2846,507
501 Bunbury,2004-05-01,0.1773,501
508 Western Australia - Outback,2004-05-01,0.201,508
509 Western Australia - Wheat Belt,2004-05-01,0.1691,509
601 Hobart,2004-05-01,0.2748,601
602 Launceston and North East,2004-05-01,0.2526,602
603 Tasmania - South East,2004-05-01,0.1798,603
604 Tasmania - West and North West,2004-05-01,0.2215,604
701 Darwin,2004-05-01,0.2543,701
702 Northern Territory - Outback,2004-05-01,0.1941,702
801 Australian Capital Territory,2004-05-01,0.2768,801
102 Central Coast,2005-05-01,0.2959,102
115 Sydney - Baulkham Hills and Hawkesbury,2005-05-01,0.2956,115
116 Sydney - Blacktown,2005-05-01,0.2857,116
117 Sydney - City and Inner South,2005-05-01,0.2721,117
118 Sydney - Eastern Suburbs,2005-05-01,0.2125,118
119 Sydney - Inner South West,2005-05-01,0.2916,119
120 Sydney - Inner West,2005-05-01,0.2518,120
121 Sydney - North Sydney and Hornsby,2005-05-01,0.2642,121
122 Sydney - Northern Beaches,2005-05-01,0.2455,122
123 Sydney - Outer South West,2005-05-01,0.2802,123
124 Sydney - Outer West and Blue Mountains,2005-05-01,0.2776,124
125 Sydney - Parramatta,2005-05-01,0.2682,125
126 Sydney - Ryde,2005-05-01,0.2652,126
127 Sydney - South West,2005-05-01,0.2611,127
128 Sydney - Sutherland,2005-05-01,0.3172,128
101 Capital Region,2005-05-01,0.2499,101
103 New South Wales - Central West,2005-05-01,0.2569,103
104 Coffs Harbour - Grafton,2005-05-01,0.3102,104
105 Far West and Orana,2005-05-01,0.2053,105
106 Hunter Valley exc Newcastle,2005-05-01,0.2572,106
107 Illawarra,2005-05-01,0.2226,107
108 Mid North Coast,2005-05-01,0.245,108
109 Murray,2005-05-01,0.228,109
110 New England and North West,2005-05-01,0.2256,110
111 Newcastle and Lake Macquarie,2005-05-01,0.2433,111
112 Richmond - Tweed,2005-05-01,0.2492,112
113 Riverina,2005-05-01,0.1992,113
114 Southern Highlands and Shoalhaven,2005-05-01,0.2579,114
206 Melbourne - Inner,2005-05-01,0.2229,206
207 Melbourne - Inner East,2005-05-01,0.265,207
208 Melbourne - Inner South,2005-05-01,0.258,208
209 Melbourne - North East,2005-05-01,0.2703,209
210 Melbourne - North West,2005-05-01,0.2888,210
211 Melbourne - Outer East,2005-05-01,0.2769,211
212 Melbourne - South East,2005-05-01,0.2591,212
213 Melbourne - West,2005-05-01,0.2771,213
214 Mornington Peninsula,2005-05-01,0.2741,214
201 Ballarat,2005-05-01,0.2256,201
202 Bendigo,2005-05-01,0.2472,202
203 Geelong,2005-05-01,0.2075,203
204 Hume,2005-05-01,0.1854,204
205 Latrobe - Gippsland,2005-05-01,0.2128,205
215 Victoria - North West,2005-05-01,0.2419,215
216 Shepparton,2005-05-01,0.2585,216
217 Warrnambool and South West,2005-05-01,0.184,217
301 Brisbane - East,2005-05-01,0.3125,301
302 Brisbane - North,2005-05-01,0.2952,302
303 Brisbane - South,2005-05-01,0.2971,303
304 Brisbane - West,2005-05-01,0.2643,304
305 Brisbane Inner City,2005-05-01,0.2594,305
310 Ipswich,2005-05-01,0.2719,310
311 Logan - Beaudesert,2005-05-01,0.2926,311
313 Moreton Bay - North,2005-05-01,0.2781,313
314 Moreton Bay - South,2005-05-01,0.3138,314
306 Cairns,2005-05-01,0.271,306
307 Darling Downs - Maranoa,2005-05-01,0.2064,307
308 Fitzroy,2005-05-01,0.238,308
309 Gold Coast,2005-05-01,0.2811,309
312 Mackay,2005-05-01,0.225,312
315 Queensland - Outback,2005-05-01,0.2187,315
316 Sunshine Coast,2005-05-01,0.2694,316
317 Toowoomba,2005-05-01,0.2458,317
318 Townsville,2005-05-01,0.2805,318
319 Wide Bay,2005-05-01,0.2565,319
401 Adelaide - Central and Hills,2005-05-01,0.2544,401
402 Adelaide - North,2005-05-01,0.2888,402
403 Adelaide - South,2005-05-01,0.2684,403
404 Adelaide - West,2005-05-01,0.3046,404
405 Barossa - Yorke - Mid North,2005-05-01,0.2236,405
406 South Australia - Outback,2005-05-01,0.209,406
407 South Australia - South East,2005-05-01,0.1926,407
502 Mandurah,2005-05-01,0.2525,502
503 Perth - Inner,2005-05-01,0.2221,503
504 Perth - North East,2005-05-01,0.2584,504
505 Perth - North West,2005-05-01,0.2736,505
506 Perth - South East,2005-05-01,0.2787,506
507 Perth - South West,2005-05-01,0.2657,507
501 Bunbury,2005-05-01,0.2359,501
508 Western Australia - Outback,2005-05-01,0.1765,508
509 Western Australia - Wheat Belt,2005-05-01,0.1748,509
601 Hobart,2005-05-01,0.2661,601
602 Launceston and North East,2005-05-01,0.2436,602
603 Tasmania - South East,2005-05-01,0.1441,603
604 Tasmania - West and North West,2005-05-01,0.2034,604
701 Darwin,2005-05-01,0.2587,701
702 Northern Territory - Outback,2005-05-01,0.2048,702
801 Australian Capital Territory,2005-05-01,0.2874,801
102 Central Coast,2006-05-01,0.2752,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-05-01,0.2792,115
116 Sydney - Blacktown,2006-05-01,0.2911,116
117 Sydney - City and Inner South,2006-05-01,0.2687,117
118 Sydney - Eastern Suburbs,2006-05-01,0.2209,118
119 Sydney - Inner South West,2006-05-01,0.2937,119
120 Sydney - Inner West,2006-05-01,0.2818,120
121 Sydney - North Sydney and Hornsby,2006-05-01,0.2802,121
122 Sydney - Northern Beaches,2006-05-01,0.2466,122
123 Sydney - Outer South West,2006-05-01,0.3099,123
124 Sydney - Outer West and Blue Mountains,2006-05-01,0.2606,124
125 Sydney - Parramatta,2006-05-01,0.286,125
126 Sydney - Ryde,2006-05-01,0.2562,126
127 Sydney - South West,2006-05-01,0.2811,127
128 Sydney - Sutherland,2006-05-01,0.2859,128
101 Capital Region,2006-05-01,0.2536,101
103 New South Wales - Central West,2006-05-01,0.2134,103
104 Coffs Harbour - Grafton,2006-05-01,0.3019,104
105 Far West and Orana,2006-05-01,0.2157,105
106 Hunter Valley exc Newcastle,2006-05-01,0.2581,106
107 Illawarra,2006-05-01,0.2345,107
108 Mid North Coast,2006-05-01,0.2681,108
109 Murray,2006-05-01,0.1962,109
110 New England and North West,2006-05-01,0.2517,110
111 Newcastle and Lake Macquarie,2006-05-01,0.2999,111
112 Richmond - Tweed,2006-05-01,0.2426,112
113 Riverina,2006-05-01,0.1875,113
114 Southern Highlands and Shoalhaven,2006-05-01,0.2393,114
206 Melbourne - Inner,2006-05-01,0.2313,206
207 Melbourne - Inner East,2006-05-01,0.2577,207
208 Melbourne - Inner South,2006-05-01,0.2615,208
209 Melbourne - North East,2006-05-01,0.2889,209
210 Melbourne - North West,2006-05-01,0.2733,210
211 Melbourne - Outer East,2006-05-01,0.278,211
212 Melbourne - South East,2006-05-01,0.2758,212
213 Melbourne - West,2006-05-01,0.2976,213
214 Mornington Peninsula,2006-05-01,0.2772,214
201 Ballarat,2006-05-01,0.2306,201
202 Bendigo,2006-05-01,0.255,202
203 Geelong,2006-05-01,0.2299,203
204 Hume,2006-05-01,0.1857,204
205 Latrobe - Gippsland,2006-05-01,0.21,205
215 Victoria - North West,2006-05-01,0.1975,215
216 Shepparton,2006-05-01,0.2488,216
217 Warrnambool and South West,2006-05-01,0.1905,217
301 Brisbane - East,2006-05-01,0.3088,301
302 Brisbane - North,2006-05-01,0.2872,302
303 Brisbane - South,2006-05-01,0.2699,303
304 Brisbane - West,2006-05-01,0.2858,304
305 Brisbane Inner City,2006-05-01,0.2296,305
310 Ipswich,2006-05-01,0.2454,310
311 Logan - Beaudesert,2006-05-01,0.2603,311
313 Moreton Bay - North,2006-05-01,0.2729,313
314 Moreton Bay - South,2006-05-01,0.3296,314
306 Cairns,2006-05-01,0.2388,306
307 Darling Downs - Maranoa,2006-05-01,0.2333,307
308 Fitzroy,2006-05-01,0.231,308
309 Gold Coast,2006-05-01,0.2797,309
312 Mackay,2006-05-01,0.2063,312
315 Queensland - Outback,2006-05-01,0.1973,315
316 Sunshine Coast,2006-05-01,0.2656,316
317 Toowoomba,2006-05-01,0.2631,317
318 Townsville,2006-05-01,0.2653,318
319 Wide Bay,2006-05-01,0.2196,319
401 Adelaide - Central and Hills,2006-05-01,0.258,401
402 Adelaide - North,2006-05-01,0.2676,402
403 Adelaide - South,2006-05-01,0.263,403
404 Adelaide - West,2006-05-01,0.2758,404
405 Barossa - Yorke - Mid North,2006-05-01,0.2196,405
406 South Australia - Outback,2006-05-01,0.2093,406
407 South Australia - South East,2006-05-01,0.1949,407
502 Mandurah,2006-05-01,0.2099,502
503 Perth - Inner,2006-05-01,0.1894,503
504 Perth - North East,2006-05-01,0.2626,504
505 Perth - North West,2006-05-01,0.2929,505
506 Perth - South East,2006-05-01,0.2728,506
507 Perth - South West,2006-05-01,0.2641,507
501 Bunbury,2006-05-01,0.199,501
508 Western Australia - Outback,2006-05-01,0.1916,508
509 Western Australia - Wheat Belt,2006-05-01,0.2062,509
601 Hobart,2006-05-01,0.273,601
602 Launceston and North East,2006-05-01,0.243,602
603 Tasmania - South East,2006-05-01,0.1565,603
604 Tasmania - West and North West,2006-05-01,0.2443,604
701 Darwin,2006-05-01,0.2742,701
702 Northern Territory - Outback,2006-05-01,0.2359,702
801 Australian Capital Territory,2006-05-01,0.2813,801
102 Central Coast,2007-05-01,0.2843,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-05-01,0.2408,115
116 Sydney - Blacktown,2007-05-01,0.2977,116
117 Sydney - City and Inner South,2007-05-01,0.2449,117
118 Sydney - Eastern Suburbs,2007-05-01,0.223,118
119 Sydney - Inner South West,2007-05-01,0.264,119
120 Sydney - Inner West,2007-05-01,0.2385,120
121 Sydney - North Sydney and Hornsby,2007-05-01,0.2611,121
122 Sydney - Northern Beaches,2007-05-01,0.2435,122
123 Sydney - Outer South West,2007-05-01,0.2822,123
124 Sydney - Outer West and Blue Mountains,2007-05-01,0.2722,124
125 Sydney - Parramatta,2007-05-01,0.2794,125
126 Sydney - Ryde,2007-05-01,0.242,126
127 Sydney - South West,2007-05-01,0.2716,127
128 Sydney - Sutherland,2007-05-01,0.2939,128
101 Capital Region,2007-05-01,0.2432,101
103 New South Wales - Central West,2007-05-01,0.2237,103
104 Coffs Harbour - Grafton,2007-05-01,0.2433,104
105 Far West and Orana,2007-05-01,0.1794,105
106 Hunter Valley exc Newcastle,2007-05-01,0.2273,106
107 Illawarra,2007-05-01,0.2664,107
108 Mid North Coast,2007-05-01,0.2572,108
109 Murray,2007-05-01,0.2571,109
110 New England and North West,2007-05-01,0.2215,110
111 Newcastle and Lake Macquarie,2007-05-01,0.2708,111
112 Richmond - Tweed,2007-05-01,0.2326,112
113 Riverina,2007-05-01,0.2016,113
114 Southern Highlands and Shoalhaven,2007-05-01,0.2152,114
206 Melbourne - Inner,2007-05-01,0.2445,206
207 Melbourne - Inner East,2007-05-01,0.2505,207
208 Melbourne - Inner South,2007-05-01,0.2329,208
209 Melbourne - North East,2007-05-01,0.2818,209
210 Melbourne - North West,2007-05-01,0.2785,210
211 Melbourne - Outer East,2007-05-01,0.2698,211
212 Melbourne - South East,2007-05-01,0.275,212
213 Melbourne - West,2007-05-01,0.2618,213
214 Mornington Peninsula,2007-05-01,0.2638,214
201 Ballarat,2007-05-01,0.2432,201
202 Bendigo,2007-05-01,0.2395,202
203 Geelong,2007-05-01,0.2322,203
204 Hume,2007-05-01,0.1914,204
205 Latrobe - Gippsland,2007-05-01,0.2439,205
215 Victoria - North West,2007-05-01,0.2078,215
216 Shepparton,2007-05-01,0.1877,216
217 Warrnambool and South West,2007-05-01,0.1945,217
301 Brisbane - East,2007-05-01,0.2847,301
302 Brisbane - North,2007-05-01,0.3454,302
303 Brisbane - South,2007-05-01,0.2821,303
304 Brisbane - West,2007-05-01,0.2623,304
305 Brisbane Inner City,2007-05-01,0.2596,305
310 Ipswich,2007-05-01,0.2356,310
311 Logan - Beaudesert,2007-05-01,0.2739,311
313 Moreton Bay - North,2007-05-01,0.2722,313
314 Moreton Bay - South,2007-05-01,0.3305,314
306 Cairns,2007-05-01,0.254,306
307 Darling Downs - Maranoa,2007-05-01,0.1813,307
308 Fitzroy,2007-05-01,0.2343,308
309 Gold Coast,2007-05-01,0.2661,309
312 Mackay,2007-05-01,0.2154,312
315 Queensland - Outback,2007-05-01,0.1815,315
316 Sunshine Coast,2007-05-01,0.2749,316
317 Toowoomba,2007-05-01,0.2542,317
318 Townsville,2007-05-01,0.2623,318
319 Wide Bay,2007-05-01,0.2223,319
401 Adelaide - Central and Hills,2007-05-01,0.2372,401
402 Adelaide - North,2007-05-01,0.2746,402
403 Adelaide - South,2007-05-01,0.271,403
404 Adelaide - West,2007-05-01,0.2712,404
405 Barossa - Yorke - Mid North,2007-05-01,0.2192,405
406 South Australia - Outback,2007-05-01,0.1737,406
407 South Australia - South East,2007-05-01,0.1742,407
502 Mandurah,2007-05-01,0.1887,502
503 Perth - Inner,2007-05-01,0.1933,503
504 Perth - North East,2007-05-01,0.2505,504
505 Perth - North West,2007-05-01,0.2691,505
506 Perth - South East,2007-05-01,0.2643,506
507 Perth - South West,2007-05-01,0.2642,507
501 Bunbury,2007-05-01,0.2112,501
508 Western Australia - Outback,2007-05-01,0.1706,508
509 Western Australia - Wheat Belt,2007-05-01,0.1864,509
601 Hobart,2007-05-01,0.2624,601
602 Launceston and North East,2007-05-01,0.2193,602
603 Tasmania - South East,2007-05-01,0.1843,603
604 Tasmania - West and North West,2007-05-01,0.2208,604
701 Darwin,2007-05-01,0.259,701
702 Northern Territory - Outback,2007-05-01,0.1692,702
801 Australian Capital Territory,2007-05-01,0.2894,801
102 Central Coast,2008-05-01,0.2485,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-05-01,0.2703,115
116 Sydney - Blacktown,2008-05-01,0.2464,116
117 Sydney - City and Inner South,2008-05-01,0.2373,117
118 Sydney - Eastern Suburbs,2008-05-01,0.212,118
119 Sydney - Inner South West,2008-05-01,0.275,119
120 Sydney - Inner West,2008-05-01,0.2434,120
121 Sydney - North Sydney and Hornsby,2008-05-01,0.2296,121
122 Sydney - Northern Beaches,2008-05-01,0.2189,122
123 Sydney - Outer South West,2008-05-01,0.3134,123
124 Sydney - Outer West and Blue Mountains,2008-05-01,0.2595,124
125 Sydney - Parramatta,2008-05-01,0.2943,125
126 Sydney - Ryde,2008-05-01,0.2665,126
127 Sydney - South West,2008-05-01,0.2753,127
128 Sydney - Sutherland,2008-05-01,0.248,128
101 Capital Region,2008-05-01,0.2322,101
103 New South Wales - Central West,2008-05-01,0.2635,103
104 Coffs Harbour - Grafton,2008-05-01,0.263,104
105 Far West and Orana,2008-05-01,0.1806,105
106 Hunter Valley exc Newcastle,2008-05-01,0.2252,106
107 Illawarra,2008-05-01,0.2415,107
108 Mid North Coast,2008-05-01,0.2727,108
109 Murray,2008-05-01,0.2144,109
110 New England and North West,2008-05-01,0.1679,110
111 Newcastle and Lake Macquarie,2008-05-01,0.2537,111
112 Richmond - Tweed,2008-05-01,0.2212,112
113 Riverina,2008-05-01,0.2549,113
114 Southern Highlands and Shoalhaven,2008-05-01,0.2208,114
206 Melbourne - Inner,2008-05-01,0.2376,206
207 Melbourne - Inner East,2008-05-01,0.2623,207
208 Melbourne - Inner South,2008-05-01,0.2428,208
209 Melbourne - North East,2008-05-01,0.2727,209
210 Melbourne - North West,2008-05-01,0.2892,210
211 Melbourne - Outer East,2008-05-01,0.2494,211
212 Melbourne - South East,2008-05-01,0.2704,212
213 Melbourne - West,2008-05-01,0.2766,213
214 Mornington Peninsula,2008-05-01,0.2845,214
201 Ballarat,2008-05-01,0.2399,201
202 Bendigo,2008-05-01,0.2298,202
203 Geelong,2008-05-01,0.2212,203
204 Hume,2008-05-01,0.2204,204
205 Latrobe - Gippsland,2008-05-01,0.2335,205
215 Victoria - North West,2008-05-01,0.201,215
216 Shepparton,2008-05-01,0.1766,216
217 Warrnambool and South West,2008-05-01,0.212,217
301 Brisbane - East,2008-05-01,0.2767,301
302 Brisbane - North,2008-05-01,0.2876,302
303 Brisbane - South,2008-05-01,0.2911,303
304 Brisbane - West,2008-05-01,0.2369,304
305 Brisbane Inner City,2008-05-01,0.2573,305
310 Ipswich,2008-05-01,0.2509,310
311 Logan - Beaudesert,2008-05-01,0.2536,311
313 Moreton Bay - North,2008-05-01,0.2617,313
314 Moreton Bay - South,2008-05-01,0.2959,314
306 Cairns,2008-05-01,0.2287,306
307 Darling Downs - Maranoa,2008-05-01,0.1985,307
308 Fitzroy,2008-05-01,0.2131,308
309 Gold Coast,2008-05-01,0.2903,309
312 Mackay,2008-05-01,0.2177,312
315 Queensland - Outback,2008-05-01,0.1275,315
316 Sunshine Coast,2008-05-01,0.2609,316
317 Toowoomba,2008-05-01,0.2727,317
318 Townsville,2008-05-01,0.2576,318
319 Wide Bay,2008-05-01,0.2136,319
401 Adelaide - Central and Hills,2008-05-01,0.2492,401
402 Adelaide - North,2008-05-01,0.2758,402
403 Adelaide - South,2008-05-01,0.2457,403
404 Adelaide - West,2008-05-01,0.2879,404
405 Barossa - Yorke - Mid North,2008-05-01,0.2437,405
406 South Australia - Outback,2008-05-01,0.1953,406
407 South Australia - South East,2008-05-01,0.2069,407
502 Mandurah,2008-05-01,0.1997,502
503 Perth - Inner,2008-05-01,0.1989,503
504 Perth - North East,2008-05-01,0.2497,504
505 Perth - North West,2008-05-01,0.2507,505
506 Perth - South East,2008-05-01,0.2569,506
507 Perth - South West,2008-05-01,0.2392,507
501 Bunbury,2008-05-01,0.2065,501
508 Western Australia - Outback,2008-05-01,0.1692,508
509 Western Australia - Wheat Belt,2008-05-01,0.2005,509
601 Hobart,2008-05-01,0.2617,601
602 Launceston and North East,2008-05-01,0.2161,602
603 Tasmania - South East,2008-05-01,0.1596,603
604 Tasmania - West and North West,2008-05-01,0.2093,604
701 Darwin,2008-05-01,0.2522,701
702 Northern Territory - Outback,2008-05-01,0.1717,702
801 Australian Capital Territory,2008-05-01,0.2841,801
102 Central Coast,2009-05-01,0.2381,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-05-01,0.2734,115
116 Sydney - Blacktown,2009-05-01,0.2324,116
117 Sydney - City and Inner South,2009-05-01,0.2296,117
118 Sydney - Eastern Suburbs,2009-05-01,0.2348,118
119 Sydney - Inner South West,2009-05-01,0.2822,119
120 Sydney - Inner West,2009-05-01,0.2566,120
121 Sydney - North Sydney and Hornsby,2009-05-01,0.2236,121
122 Sydney - Northern Beaches,2009-05-01,0.203,122
123 Sydney - Outer South West,2009-05-01,0.3204,123
124 Sydney - Outer West and Blue Mountains,2009-05-01,0.2686,124
125 Sydney - Parramatta,2009-05-01,0.2731,125
126 Sydney - Ryde,2009-05-01,0.2848,126
127 Sydney - South West,2009-05-01,0.2685,127
128 Sydney - Sutherland,2009-05-01,0.2984,128
101 Capital Region,2009-05-01,0.2148,101
103 New South Wales - Central West,2009-05-01,0.227,103
104 Coffs Harbour - Grafton,2009-05-01,0.2654,104
105 Far West and Orana,2009-05-01,0.2267,105
106 Hunter Valley exc Newcastle,2009-05-01,0.2228,106
107 Illawarra,2009-05-01,0.256,107
108 Mid North Coast,2009-05-01,0.2685,108
109 Murray,2009-05-01,0.2258,109
110 New England and North West,2009-05-01,0.1865,110
111 Newcastle and Lake Macquarie,2009-05-01,0.2723,111
112 Richmond - Tweed,2009-05-01,0.2275,112
113 Riverina,2009-05-01,0.2132,113
114 Southern Highlands and Shoalhaven,2009-05-01,0.2622,114
206 Melbourne - Inner,2009-05-01,0.2276,206
207 Melbourne - Inner East,2009-05-01,0.2633,207
208 Melbourne - Inner South,2009-05-01,0.2699,208
209 Melbourne - North East,2009-05-01,0.2546,209
210 Melbourne - North West,2009-05-01,0.2821,210
211 Melbourne - Outer East,2009-05-01,0.2572,211
212 Melbourne - South East,2009-05-01,0.2735,212
213 Melbourne - West,2009-05-01,0.2593,213
214 Mornington Peninsula,2009-05-01,0.3012,214
201 Ballarat,2009-05-01,0.2228,201
202 Bendigo,2009-05-01,0.2058,202
203 Geelong,2009-05-01,0.2629,203
204 Hume,2009-05-01,0.1754,204
205 Latrobe - Gippsland,2009-05-01,0.1757,205
215 Victoria - North West,2009-05-01,0.2203,215
216 Shepparton,2009-05-01,0.1918,216
217 Warrnambool and South West,2009-05-01,0.1973,217
301 Brisbane - East,2009-05-01,0.3172,301
302 Brisbane - North,2009-05-01,0.2634,302
303 Brisbane - South,2009-05-01,0.2883,303
304 Brisbane - West,2009-05-01,0.2246,304
305 Brisbane Inner City,2009-05-01,0.2134,305
310 Ipswich,2009-05-01,0.2453,310
311 Logan - Beaudesert,2009-05-01,0.2711,311
313 Moreton Bay - North,2009-05-01,0.2647,313
314 Moreton Bay - South,2009-05-01,0.2745,314
306 Cairns,2009-05-01,0.2468,306
307 Darling Downs - Maranoa,2009-05-01,0.1674,307
308 Fitzroy,2009-05-01,0.2242,308
309 Gold Coast,2009-05-01,0.2707,309
312 Mackay,2009-05-01,0.2328,312
315 Queensland - Outback,2009-05-01,0.1319,315
316 Sunshine Coast,2009-05-01,0.2625,316
317 Toowoomba,2009-05-01,0.2961,317
318 Townsville,2009-05-01,0.255,318
319 Wide Bay,2009-05-01,0.2385,319
401 Adelaide - Central and Hills,2009-05-01,0.2388,401
402 Adelaide - North,2009-05-01,0.2473,402
403 Adelaide - South,2009-05-01,0.2592,403
404 Adelaide - West,2009-05-01,0.2861,404
405 Barossa - Yorke - Mid North,2009-05-01,0.1696,405
406 South Australia - Outback,2009-05-01,0.1761,406
407 South Australia - South East,2009-05-01,0.1745,407
502 Mandurah,2009-05-01,0.2287,502
503 Perth - Inner,2009-05-01,0.2235,503
504 Perth - North East,2009-05-01,0.242,504
505 Perth - North West,2009-05-01,0.28,505
506 Perth - South East,2009-05-01,0.2333,506
507 Perth - South West,2009-05-01,0.2229,507
