Labour market region (SA4): ASGS (2011),Date,Percent of part time workers,sa4_code_2011
407 South Australia - South East,1/2/04,26.21,407
502 Mandurah,1/2/04,31.83,502
503 Perth - Inner,1/2/04,19.85,503
504 Perth - North East,1/2/04,53.66,504
505 Perth - North West,1/2/04,25.94,505
506 Perth - South East,1/2/04,31.16,506
507 Perth - South West,1/2/04,26.47,507
501 Bunbury,1/2/04,29.5,501
508 Western Australia - Outback,1/2/04,26.7,508
509 Western Australia - Wheat Belt,1/2/04,28.16,509
601 Hobart,1/2/04,36.23,601
602 Launceston and North East,1/2/04,32.28,602
603 Tasmania - South East,1/2/04,26.01,603
604 Tasmania - West and North West,1/2/04,29.89,604
701 Darwin,1/2/04,25.41,701
702 Northern Territory - Outback,1/2/04,31.84,702
801 Australian Capital Territory,1/2/04,25.56,801
102 Central Coast,1/2/05,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/2/05,26.36,115
116 Sydney - Blacktown,1/2/05,38.6,116
117 Sydney - City and Inner South,1/2/05,23.21,117
118 Sydney - Eastern Suburbs,1/2/05,43.87,118
119 Sydney - Inner South West,1/2/05,51.47,119
120 Sydney - Inner West,1/2/05,29.57,120
121 Sydney - North Sydney and Hornsby,1/2/05,43.86,121
122 Sydney - Northern Beaches,1/2/05,53.09,122
123 Sydney - Outer South West,1/2/05,42.72,123
124 Sydney - Outer West and Blue Mountains,1/2/05,26.02,124
125 Sydney - Parramatta,1/2/05,26.51,125
126 Sydney - Ryde,1/2/05,30.3,126
127 Sydney - South West,1/2/05,47.93,127
128 Sydney - Sutherland,1/2/05,21.94,128
101 Capital Region,1/2/05,30.98,101
103 New South Wales - Central West,1/2/05,30.32,103
104 Coffs Harbour - Grafton,1/2/05,30.71,104
105 Far West and Orana,1/2/05,28.47,105
106 Hunter Valley exc Newcastle,1/2/05,35.74,106
107 Illawarra,1/2/05,18.88,107
108 Mid North Coast,1/2/05,31.71,108
109 Murray,1/2/05,29.32,109
110 New England and North West,1/2/05,29.66,110
111 Newcastle and Lake Macquarie,1/2/05,33.82,111
112 Richmond - Tweed,1/2/05,31.84,112
113 Riverina,1/2/05,33.02,113
114 Southern Highlands and Shoalhaven,1/2/05,35.64,114
206 Melbourne - Inner,1/2/05,27.5,206
207 Melbourne - Inner East,1/2/05,48.85,207
208 Melbourne - Inner South,1/2/05,46.82,208
209 Melbourne - North East,1/2/05,48.3,209
210 Melbourne - North West,1/2/05,31.91,210
211 Melbourne - Outer East,1/2/05,21.89,211
212 Melbourne - South East,1/2/05,29.25,212
213 Melbourne - West,1/2/05,27.29,213
214 Mornington Peninsula,1/2/05,25.98,214
201 Ballarat,1/2/05,25.46,201
202 Bendigo,1/2/05,26.81,202
203 Geelong,1/2/05,29.93,203
204 Hume,1/2/05,29.47,204
205 Latrobe - Gippsland,1/2/05,33.62,205
215 Victoria - North West,1/2/05,31.92,215
216 Shepparton,1/2/05,33.96,216
217 Warrnambool and South West,1/2/05,30.78,217
301 Brisbane - East,1/2/05,30.03,301
302 Brisbane - North,1/2/05,23.79,302
303 Brisbane - South,1/2/05,29.26,303
304 Brisbane - West,1/2/05,33.81,304
305 Brisbane Inner City,1/2/05,48.8,305
310 Ipswich,1/2/05,48.41,310
311 Logan - Beaudesert,1/2/05,18.6,311
313 Moreton Bay - North,1/2/05,16.99,313
314 Moreton Bay - South,1/2/05,24.83,314
306 Cairns,1/2/05,27.45,306
307 Darling Downs - Maranoa,1/2/05,26.55,307
308 Fitzroy,1/2/05,36.45,308
309 Gold Coast,1/2/05,25.42,309
312 Mackay,1/2/05,28.73,312
315 Queensland - Outback,1/2/05,27.25,315
316 Sunshine Coast,1/2/05,32.01,316
317 Toowoomba,1/2/05,23.22,317
318 Townsville,1/2/05,27.17,318
319 Wide Bay,1/2/05,25.15,319
401 Adelaide - Central and Hills,1/2/05,28.55,401
402 Adelaide - North,1/2/05,43.9,402
403 Adelaide - South,1/2/05,20.39,403
404 Adelaide - West,1/2/05,30.46,404
405 Barossa - Yorke - Mid North,1/2/05,27.69,405
406 South Australia - Outback,1/2/05,32.88,406
407 South Australia - South East,1/2/05,30.32,407
502 Mandurah,1/2/05,33.9,502
503 Perth - Inner,1/2/05,19.29,503
504 Perth - North East,1/2/05,51.53,504
505 Perth - North West,1/2/05,26.52,505
506 Perth - South East,1/2/05,29.6,506
507 Perth - South West,1/2/05,26.4,507
501 Bunbury,1/2/05,30.51,501
508 Western Australia - Outback,1/2/05,25.81,508
509 Western Australia - Wheat Belt,1/2/05,27.64,509
601 Hobart,1/2/05,34.52,601
602 Launceston and North East,1/2/05,34.76,602
603 Tasmania - South East,1/2/05,27.81,603
604 Tasmania - West and North West,1/2/05,29.46,604
701 Darwin,1/2/05,26.2,701
702 Northern Territory - Outback,1/2/05,29.8,702
801 Australian Capital Territory,1/2/05,30.53,801
102 Central Coast,1/2/06,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/2/06,28.76,115
116 Sydney - Blacktown,1/2/06,40.34,116
117 Sydney - City and Inner South,1/2/06,22.56,117
118 Sydney - Eastern Suburbs,1/2/06,44.71,118
119 Sydney - Inner South West,1/2/06,53.08,119
120 Sydney - Inner West,1/2/06,28.23,120
121 Sydney - North Sydney and Hornsby,1/2/06,45.03,121
122 Sydney - Northern Beaches,1/2/06,51.91,122
123 Sydney - Outer South West,1/2/06,44.33,123
124 Sydney - Outer West and Blue Mountains,1/2/06,26.08,124
125 Sydney - Parramatta,1/2/06,27.06,125
126 Sydney - Ryde,1/2/06,31.06,126
127 Sydney - South West,1/2/06,50.35,127
128 Sydney - Sutherland,1/2/06,23.52,128
101 Capital Region,1/2/06,33.72,101
103 New South Wales - Central West,1/2/06,32.08,103
104 Coffs Harbour - Grafton,1/2/06,33.95,104
105 Far West and Orana,1/2/06,25.79,105
106 Hunter Valley exc Newcastle,1/2/06,36.73,106
107 Illawarra,1/2/06,22.42,107
108 Mid North Coast,1/2/06,29.89,108
109 Murray,1/2/06,27.1,109
110 New England and North West,1/2/06,27.07,110
111 Newcastle and Lake Macquarie,1/2/06,30.58,111
112 Richmond - Tweed,1/2/06,28.85,112
113 Riverina,1/2/06,34,113
114 Southern Highlands and Shoalhaven,1/2/06,36.27,114
206 Melbourne - Inner,1/2/06,31.92,206
207 Melbourne - Inner East,1/2/06,51.03,207
208 Melbourne - Inner South,1/2/06,48.49,208
209 Melbourne - North East,1/2/06,46.21,209
210 Melbourne - North West,1/2/06,29.96,210
211 Melbourne - Outer East,1/2/06,21.43,211
212 Melbourne - South East,1/2/06,31.13,212
213 Melbourne - West,1/2/06,26.89,213
214 Mornington Peninsula,1/2/06,23.8,214
201 Ballarat,1/2/06,24.08,201
202 Bendigo,1/2/06,30.54,202
203 Geelong,1/2/06,34.04,203
204 Hume,1/2/06,31.23,204
205 Latrobe - Gippsland,1/2/06,33.95,205
215 Victoria - North West,1/2/06,29.59,215
216 Shepparton,1/2/06,38.85,216
217 Warrnambool and South West,1/2/06,26.2,217
301 Brisbane - East,1/2/06,34.57,301
302 Brisbane - North,1/2/06,26.33,302
303 Brisbane - South,1/2/06,31.08,303
304 Brisbane - West,1/2/06,38.27,304
305 Brisbane Inner City,1/2/06,45.47,305
310 Ipswich,1/2/06,48.8,310
311 Logan - Beaudesert,1/2/06,19.17,311
313 Moreton Bay - North,1/2/06,19.69,313
314 Moreton Bay - South,1/2/06,21.59,314
306 Cairns,1/2/06,28.01,306
307 Darling Downs - Maranoa,1/2/06,25.12,307
308 Fitzroy,1/2/06,31.63,308
309 Gold Coast,1/2/06,26.99,309
312 Mackay,1/2/06,28.78,312
315 Queensland - Outback,1/2/06,26.97,315
316 Sunshine Coast,1/2/06,25.55,316
317 Toowoomba,1/2/06,28.13,317
318 Townsville,1/2/06,29.82,318
319 Wide Bay,1/2/06,26.3,319
401 Adelaide - Central and Hills,1/2/06,30.52,401
402 Adelaide - North,1/2/06,43.97,402
403 Adelaide - South,1/2/06,21.33,403
404 Adelaide - West,1/2/06,29.65,404
405 Barossa - Yorke - Mid North,1/2/06,32.22,405
406 South Australia - Outback,1/2/06,29.28,406
407 South Australia - South East,1/2/06,28.68,407
502 Mandurah,1/2/06,29.93,502
503 Perth - Inner,1/2/06,16.87,503
504 Perth - North East,1/2/06,59.98,504
505 Perth - North West,1/2/06,27.3,505
506 Perth - South East,1/2/06,30.43,506
507 Perth - South West,1/2/06,27.73,507
501 Bunbury,1/2/06,29.92,501
508 Western Australia - Outback,1/2/06,27.02,508
509 Western Australia - Wheat Belt,1/2/06,30.78,509
601 Hobart,1/2/06,37.22,601
602 Launceston and North East,1/2/06,33.12,602
603 Tasmania - South East,1/2/06,29.5,603
604 Tasmania - West and North West,1/2/06,26.46,604
701 Darwin,1/2/06,25.79,701
702 Northern Territory - Outback,1/2/06,30.59,702
801 Australian Capital Territory,1/2/06,27.5,801
102 Central Coast,1/2/07,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/2/07,25.18,115
116 Sydney - Blacktown,1/2/07,42.78,116
117 Sydney - City and Inner South,1/2/07,23.09,117
118 Sydney - Eastern Suburbs,1/2/07,44.78,118
119 Sydney - Inner South West,1/2/07,53.66,119
120 Sydney - Inner West,1/2/07,30.2,120
121 Sydney - North Sydney and Hornsby,1/2/07,47.78,121
122 Sydney - Northern Beaches,1/2/07,53.58,122
123 Sydney - Outer South West,1/2/07,44.19,123
124 Sydney - Outer West and Blue Mountains,1/2/07,23.82,124
125 Sydney - Parramatta,1/2/07,30.23,125
126 Sydney - Ryde,1/2/07,32.32,126
127 Sydney - South West,1/2/07,48.97,127
128 Sydney - Sutherland,1/2/07,22.73,128
101 Capital Region,1/2/07,35.79,101
103 New South Wales - Central West,1/2/07,29.93,103
104 Coffs Harbour - Grafton,1/2/07,32.4,104
105 Far West and Orana,1/2/07,25.73,105
106 Hunter Valley exc Newcastle,1/2/07,38.85,106
107 Illawarra,1/2/07,22.42,107
108 Mid North Coast,1/2/07,26.27,108
109 Murray,1/2/07,23.07,109
110 New England and North West,1/2/07,29.13,110
111 Newcastle and Lake Macquarie,1/2/07,34.58,111
112 Richmond - Tweed,1/2/07,29.07,112
113 Riverina,1/2/07,31.1,113
114 Southern Highlands and Shoalhaven,1/2/07,34.2,114
206 Melbourne - Inner,1/2/07,30.9,206
207 Melbourne - Inner East,1/2/07,51.27,207
208 Melbourne - Inner South,1/2/07,50.61,208
209 Melbourne - North East,1/2/07,49.19,209
210 Melbourne - North West,1/2/07,31.51,210
211 Melbourne - Outer East,1/2/07,23.82,211
212 Melbourne - South East,1/2/07,30.25,212
213 Melbourne - West,1/2/07,28.05,213
214 Mornington Peninsula,1/2/07,24.74,214
201 Ballarat,1/2/07,26.4,201
202 Bendigo,1/2/07,30.47,202
203 Geelong,1/2/07,31.9,203
204 Hume,1/2/07,31.92,204
205 Latrobe - Gippsland,1/2/07,28.38,205
215 Victoria - North West,1/2/07,28.55,215
216 Shepparton,1/2/07,38.89,216
217 Warrnambool and South West,1/2/07,34.32,217
301 Brisbane - East,1/2/07,36.29,301
302 Brisbane - North,1/2/07,28.03,302
303 Brisbane - South,1/2/07,26.55,303
304 Brisbane - West,1/2/07,36.37,304
305 Brisbane Inner City,1/2/07,44.83,305
310 Ipswich,1/2/07,50.49,310
311 Logan - Beaudesert,1/2/07,20.42,311
313 Moreton Bay - North,1/2/07,17.55,313
314 Moreton Bay - South,1/2/07,20.57,314
306 Cairns,1/2/07,28.14,306
307 Darling Downs - Maranoa,1/2/07,25.27,307
308 Fitzroy,1/2/07,32.19,308
309 Gold Coast,1/2/07,23.23,309
312 Mackay,1/2/07,27.91,312
315 Queensland - Outback,1/2/07,26.58,315
316 Sunshine Coast,1/2/07,26.78,316
317 Toowoomba,1/2/07,26.3,317
318 Townsville,1/2/07,31.5,318
319 Wide Bay,1/2/07,24.29,319
401 Adelaide - Central and Hills,1/2/07,27.83,401
402 Adelaide - North,1/2/07,46.34,402
403 Adelaide - South,1/2/07,22.02,403
404 Adelaide - West,1/2/07,31.91,404
405 Barossa - Yorke - Mid North,1/2/07,30.13,405
406 South Australia - Outback,1/2/07,30.89,406
407 South Australia - South East,1/2/07,23.5,407
502 Mandurah,1/2/07,31.35,502
503 Perth - Inner,1/2/07,20.72,503
504 Perth - North East,1/2/07,53.75,504
505 Perth - North West,1/2/07,27.09,505
506 Perth - South East,1/2/07,29.75,506
507 Perth - South West,1/2/07,29.18,507
501 Bunbury,1/2/07,28.77,501
508 Western Australia - Outback,1/2/07,25.12,508
509 Western Australia - Wheat Belt,1/2/07,27.17,509
601 Hobart,1/2/07,31.8,601
602 Launceston and North East,1/2/07,33.68,602
603 Tasmania - South East,1/2/07,29.64,603
604 Tasmania - West and North West,1/2/07,35.07,604
701 Darwin,1/2/07,23.23,701
702 Northern Territory - Outback,1/2/07,31.37,702
801 Australian Capital Territory,1/2/07,31.28,801
102 Central Coast,1/2/08,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/2/08,25.47,115
116 Sydney - Blacktown,1/2/08,42.67,116
117 Sydney - City and Inner South,1/2/08,23.6,117
118 Sydney - Eastern Suburbs,1/2/08,48.07,118
119 Sydney - Inner South West,1/2/08,53.07,119
120 Sydney - Inner West,1/2/08,27.04,120
121 Sydney - North Sydney and Hornsby,1/2/08,45.7,121
122 Sydney - Northern Beaches,1/2/08,57.39,122
123 Sydney - Outer South West,1/2/08,45.15,123
124 Sydney - Outer West and Blue Mountains,1/2/08,21.21,124
125 Sydney - Parramatta,1/2/08,31.5,125
126 Sydney - Ryde,1/2/08,31.03,126
127 Sydney - South West,1/2/08,52.53,127
128 Sydney - Sutherland,1/2/08,20.58,128
101 Capital Region,1/2/08,36.79,101
103 New South Wales - Central West,1/2/08,30.45,103
104 Coffs Harbour - Grafton,1/2/08,33.9,104
105 Far West and Orana,1/2/08,29.13,105
106 Hunter Valley exc Newcastle,1/2/08,36.33,106
107 Illawarra,1/2/08,20.58,107
108 Mid North Coast,1/2/08,26.58,108
109 Murray,1/2/08,26.49,109
110 New England and North West,1/2/08,27.1,110
111 Newcastle and Lake Macquarie,1/2/08,39.36,111
112 Richmond - Tweed,1/2/08,30.47,112
113 Riverina,1/2/08,32.72,113
114 Southern Highlands and Shoalhaven,1/2/08,30.99,114
206 Melbourne - Inner,1/2/08,32.41,206
207 Melbourne - Inner East,1/2/08,53.34,207
208 Melbourne - Inner South,1/2/08,48.48,208
209 Melbourne - North East,1/2/08,48.63,209
210 Melbourne - North West,1/2/08,30.91,210
211 Melbourne - Outer East,1/2/08,24.74,211
212 Melbourne - South East,1/2/08,32.12,212
213 Melbourne - West,1/2/08,26.29,213
214 Mornington Peninsula,1/2/08,25.23,214
201 Ballarat,1/2/08,26.68,201
202 Bendigo,1/2/08,25.3,202
203 Geelong,1/2/08,32.56,203
204 Hume,1/2/08,32.95,204
205 Latrobe - Gippsland,1/2/08,30.06,205
215 Victoria - North West,1/2/08,27.17,215
216 Shepparton,1/2/08,37.65,216
217 Warrnambool and South West,1/2/08,30.36,217
301 Brisbane - East,1/2/08,31.02,301
302 Brisbane - North,1/2/08,25.43,302
303 Brisbane - South,1/2/08,30.96,303
304 Brisbane - West,1/2/08,37.53,304
305 Brisbane Inner City,1/2/08,48.71,305
310 Ipswich,1/2/08,50.58,310
311 Logan - Beaudesert,1/2/08,23.06,311
313 Moreton Bay - North,1/2/08,22.81,313
314 Moreton Bay - South,1/2/08,21.98,314
306 Cairns,1/2/08,30.04,306
307 Darling Downs - Maranoa,1/2/08,27.39,307
308 Fitzroy,1/2/08,35.53,308
309 Gold Coast,1/2/08,24.31,309
312 Mackay,1/2/08,27.69,312
315 Queensland - Outback,1/2/08,26.82,315
316 Sunshine Coast,1/2/08,29.9,316
317 Toowoomba,1/2/08,31.69,317
318 Townsville,1/2/08,29.59,318
319 Wide Bay,1/2/08,24.15,319
401 Adelaide - Central and Hills,1/2/08,27.79,401
402 Adelaide - North,1/2/08,44.77,402
403 Adelaide - South,1/2/08,24.54,403
404 Adelaide - West,1/2/08,30.93,404
405 Barossa - Yorke - Mid North,1/2/08,30.13,405
406 South Australia - Outback,1/2/08,31.74,406
407 South Australia - South East,1/2/08,25.43,407
502 Mandurah,1/2/08,31.42,502
503 Perth - Inner,1/2/08,24.5,503
504 Perth - North East,1/2/08,60.36,504
505 Perth - North West,1/2/08,24.79,505
506 Perth - South East,1/2/08,33.68,506
507 Perth - South West,1/2/08,30.09,507
501 Bunbury,1/2/08,31.99,501
508 Western Australia - Outback,1/2/08,25.45,508
509 Western Australia - Wheat Belt,1/2/08,26.56,509
601 Hobart,1/2/08,35.09,601
602 Launceston and North East,1/2/08,33.88,602
603 Tasmania - South East,1/2/08,29.42,603
604 Tasmania - West and North West,1/2/08,30.01,604
701 Darwin,1/2/08,23.49,701
702 Northern Territory - Outback,1/2/08,34.55,702
801 Australian Capital Territory,1/2/08,26.24,801
102 Central Coast,1/2/09,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/2/09,27.3,115
116 Sydney - Blacktown,1/2/09,42.8,116
117 Sydney - City and Inner South,1/2/09,26.05,117
118 Sydney - Eastern Suburbs,1/2/09,50.65,118
119 Sydney - Inner South West,1/2/09,52.68,119
120 Sydney - Inner West,1/2/09,27.45,120
121 Sydney - North Sydney and Hornsby,1/2/09,45.9,121
122 Sydney - Northern Beaches,1/2/09,57.7,122
123 Sydney - Outer South West,1/2/09,47.58,123
124 Sydney - Outer West and Blue Mountains,1/2/09,25.44,124
125 Sydney - Parramatta,1/2/09,28.95,125
126 Sydney - Ryde,1/2/09,35.25,126
127 Sydney - South West,1/2/09,44.9,127
128 Sydney - Sutherland,1/2/09,21.3,128
101 Capital Region,1/2/09,36.32,101
103 New South Wales - Central West,1/2/09,40.54,103
104 Coffs Harbour - Grafton,1/2/09,22.88,104
105 Far West and Orana,1/2/09,29.77,105
106 Hunter Valley exc Newcastle,1/2/09,44.26,106
107 Illawarra,1/2/09,21.13,107
108 Mid North Coast,1/2/09,28.49,108
109 Murray,1/2/09,27.69,109
110 New England and North West,1/2/09,30,110
111 Newcastle and Lake Macquarie,1/2/09,34.18,111
112 Richmond - Tweed,1/2/09,31.29,112
113 Riverina,1/2/09,30.08,113
114 Southern Highlands and Shoalhaven,1/2/09,22.99,114
206 Melbourne - Inner,1/2/09,31.9,206
207 Melbourne - Inner East,1/2/09,52.11,207
208 Melbourne - Inner South,1/2/09,47.69,208
209 Melbourne - North East,1/2/09,50.81,209
210 Melbourne - North West,1/2/09,33.98,210
211 Melbourne - Outer East,1/2/09,25.68,211
212 Melbourne - South East,1/2/09,34.04,212
213 Melbourne - West,1/2/09,27.75,213
214 Mornington Peninsula,1/2/09,27.69,214
201 Ballarat,1/2/09,25.04,201
202 Bendigo,1/2/09,26.37,202
203 Geelong,1/2/09,33.98,203
204 Hume,1/2/09,30.35,204
205 Latrobe - Gippsland,1/2/09,27.53,205
215 Victoria - North West,1/2/09,31.24,215
216 Shepparton,1/2/09,28.48,216
217 Warrnambool and South West,1/2/09,33.97,217
301 Brisbane - East,1/2/09,27.74,301
302 Brisbane - North,1/2/09,27.62,302
303 Brisbane - South,1/2/09,30.82,303
304 Brisbane - West,1/2/09,35.94,304
305 Brisbane Inner City,1/2/09,56.1,305
310 Ipswich,1/2/09,50.4,310
311 Logan - Beaudesert,1/2/09,21.5,311
313 Moreton Bay - North,1/2/09,22.07,313
314 Moreton Bay - South,1/2/09,24.44,314
306 Cairns,1/2/09,35.46,306
307 Darling Downs - Maranoa,1/2/09,19.59,307
308 Fitzroy,1/2/09,34.06,308
309 Gold Coast,1/2/09,22.52,309
312 Mackay,1/2/09,27.32,312
315 Queensland - Outback,1/2/09,28.7,315
316 Sunshine Coast,1/2/09,33.52,316
317 Toowoomba,1/2/09,28.64,317
318 Townsville,1/2/09,30.17,318
319 Wide Bay,1/2/09,25.89,319
401 Adelaide - Central and Hills,1/2/09,27.35,401
402 Adelaide - North,1/2/09,45.06,402
403 Adelaide - South,1/2/09,24.35,403
404 Adelaide - West,1/2/09,31.61,404
405 Barossa - Yorke - Mid North,1/2/09,30.06,405
406 South Australia - Outback,1/2/09,34.62,406
407 South Australia - South East,1/2/09,31.99,407
502 Mandurah,1/2/09,33.13,502
503 Perth - Inner,1/2/09,20.26,503
504 Perth - North East,1/2/09,52.61,504
505 Perth - North West,1/2/09,29.43,505
506 Perth - South East,1/2/09,32.44,506
507 Perth - South West,1/2/09,27.94,507
501 Bunbury,1/2/09,32.97,501
508 Western Australia - Outback,1/2/09,23.93,508
509 Western Australia - Wheat Belt,1/2/09,28.69,509
601 Hobart,1/2/09,31.24,601
602 Launceston and North East,1/2/09,35.38,602
603 Tasmania - South East,1/2/09,30.76,603
604 Tasmania - West and North West,1/2/09,31.46,604
701 Darwin,1/2/09,25.75,701
702 Northern Territory - Outback,1/2/09,34.22,702
801 Australian Capital Territory,1/2/09,30.37,801
102 Central Coast,1/2/10,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/2/10,29.17,115
116 Sydney - Blacktown,1/2/10,42.88,116
117 Sydney - City and Inner South,1/2/10,25.52,117
118 Sydney - Eastern Suburbs,1/2/10,53.11,118
119 Sydney - Inner South West,1/2/10,53.2,119
120 Sydney - Inner West,1/2/10,30.65,120
121 Sydney - North Sydney and Hornsby,1/2/10,45.32,121
122 Sydney - Northern Beaches,1/2/10,57.38,122
123 Sydney - Outer South West,1/2/10,45.25,123
124 Sydney - Outer West and Blue Mountains,1/2/10,22.75,124
125 Sydney - Parramatta,1/2/10,28.7,125
126 Sydney - Ryde,1/2/10,33.24,126
127 Sydney - South West,1/2/10,49.3,127
128 Sydney - Sutherland,1/2/10,19.14,128
101 Capital Region,1/2/10,39.1,101
103 New South Wales - Central West,1/2/10,37.59,103
104 Coffs Harbour - Grafton,1/2/10,26.71,104
105 Far West and Orana,1/2/10,23.36,105
106 Hunter Valley exc Newcastle,1/2/10,41.36,106
107 Illawarra,1/2/10,28.25,107
108 Mid North Coast,1/2/10,32.56,108
109 Murray,1/2/10,29.73,109
110 New England and North West,1/2/10,31.96,110
111 Newcastle and Lake Macquarie,1/2/10,33.99,111
112 Richmond - Tweed,1/2/10,32.48,112
113 Riverina,1/2/10,30.79,113
114 Southern Highlands and Shoalhaven,1/2/10,30.13,114
206 Melbourne - Inner,1/2/10,29.49,206
207 Melbourne - Inner East,1/2/10,54.44,207
208 Melbourne - Inner South,1/2/10,49.39,208
209 Melbourne - North East,1/2/10,47.17,209
210 Melbourne - North West,1/2/10,34.93,210
211 Melbourne - Outer East,1/2/10,25.56,211
212 Melbourne - South East,1/2/10,34.21,212
213 Melbourne - West,1/2/10,30.1,213
214 Mornington Peninsula,1/2/10,28.25,214
201 Ballarat,1/2/10,28.31,201
202 Bendigo,1/2/10,28.86,202
203 Geelong,1/2/10,32.47,203
204 Hume,1/2/10,31.23,204
205 Latrobe - Gippsland,1/2/10,27.33,205
215 Victoria - North West,1/2/10,32.89,215
216 Shepparton,1/2/10,35.7,216
217 Warrnambool and South West,1/2/10,31.31,217
301 Brisbane - East,1/2/10,27.18,301
302 Brisbane - North,1/2/10,31,302
303 Brisbane - South,1/2/10,32.81,303
304 Brisbane - West,1/2/10,36.7,304
305 Brisbane Inner City,1/2/10,52.73,305
310 Ipswich,1/2/10,51.14,310
311 Logan - Beaudesert,1/2/10,21.36,311
313 Moreton Bay - North,1/2/10,20.38,313
314 Moreton Bay - South,1/2/10,23.94,314
306 Cairns,1/2/10,33.3,306
307 Darling Downs - Maranoa,1/2/10,27.3,307
308 Fitzroy,1/2/10,40.05,308
309 Gold Coast,1/2/10,20.02,309
312 Mackay,1/2/10,28.1,312
315 Queensland - Outback,1/2/10,25.1,315
316 Sunshine Coast,1/2/10,32.17,316
317 Toowoomba,1/2/10,33.2,317
318 Townsville,1/2/10,33.92,318
